-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_LW_DWN
-18.5,-63.5,2024,362,29.88
-18.5,-62.5,2024,362,31.49
-17.5,-63.5,2024,362,32.07
-17.5,-62.5,2024,362,31.39
-16.5,-63.5,2024,362,32.1
-16.5,-62.5,2024,362,31.03
-18.5,-63.5,2024,363,30.94
-18.5,-62.5,2024,363,32.53
-17.5,-63.5,2024,363,32.73
-17.5,-62.5,2024,363,32.27
-16.5,-63.5,2024,363,33.15
-16.5,-62.5,2024,363,32.22
-18.5,-63.5,2024,364,32.59
-18.5,-62.5,2024,364,34.35
-17.5,-63.5,2024,364,33.97
-17.5,-62.5,2024,364,33.97
-16.5,-63.5,2024,364,34.52
-16.5,-62.5,2024,364,33.77
-18.5,-63.5,2024,365,32.66
-18.5,-62.5,2024,365,34.86
-17.5,-63.5,2024,365,34.36
-17.5,-62.5,2024,365,34.67
-16.5,-63.5,2024,365,34.71
-16.5,-62.5,2024,365,34.21
-18.5,-63.5,2024,366,31.6
-18.5,-62.5,2024,366,35.44
-17.5,-63.5,2024,366,35.0
-17.5,-62.5,2024,366,35.87
-16.5,-63.5,2024,366,35.8
-16.5,-62.5,2024,366,35.82
-18.5,-63.5,2025,1,34.12
-18.5,-62.5,2025,1,37.13
-17.5,-63.5,2025,1,37.05
-17.5,-62.5,2025,1,37.59
-16.5,-63.5,2025,1,37.19
-16.5,-62.5,2025,1,36.98
-18.5,-63.5,2025,2,34.66
-18.5,-62.5,2025,2,37.54
-17.5,-63.5,2025,2,36.96
-17.5,-62.5,2025,2,37.27
-16.5,-63.5,2025,2,36.97
-16.5,-62.5,2025,2,36.5
-18.5,-63.5,2025,3,34.35
-18.5,-62.5,2025,3,37.34
-17.5,-63.5,2025,3,36.35
-17.5,-62.5,2025,3,36.87
-16.5,-63.5,2025,3,36.67
-16.5,-62.5,2025,3,36.35
-18.5,-63.5,2025,4,34.51
-18.5,-62.5,2025,4,36.76
-17.5,-63.5,2025,4,36.11
-17.5,-62.5,2025,4,36.74
-16.5,-63.5,2025,4,36.64
-16.5,-62.5,2025,4,36.45
-18.5,-63.5,2025,5,34.43
-18.5,-62.5,2025,5,36.97
-17.5,-63.5,2025,5,36.01
-17.5,-62.5,2025,5,36.83
-16.5,-63.5,2025,5,36.4
-16.5,-62.5,2025,5,36.04
-18.5,-63.5,2025,6,34.46
-18.5,-62.5,2025,6,37.82
-17.5,-63.5,2025,6,36.81
-17.5,-62.5,2025,6,37.41
-16.5,-63.5,2025,6,36.54
-16.5,-62.5,2025,6,35.98
-18.5,-63.5,2025,7,34.88
-18.5,-62.5,2025,7,37.88
-17.5,-63.5,2025,7,36.62
-17.5,-62.5,2025,7,37.5
-16.5,-63.5,2025,7,36.6
-16.5,-62.5,2025,7,36.4
-18.5,-63.5,2025,8,34.06
-18.5,-62.5,2025,8,36.69
-17.5,-63.5,2025,8,36.38
-17.5,-62.5,2025,8,36.54
-16.5,-63.5,2025,8,36.64
-16.5,-62.5,2025,8,36.17
-18.5,-63.5,2025,9,34.88
-18.5,-62.5,2025,9,37.06
-17.5,-63.5,2025,9,36.68
-17.5,-62.5,2025,9,37.04
-16.5,-63.5,2025,9,36.8
-16.5,-62.5,2025,9,36.34
-18.5,-63.5,2025,10,34.6
-18.5,-62.5,2025,10,36.73
-17.5,-63.5,2025,10,36.47
-17.5,-62.5,2025,10,37.04
-16.5,-63.5,2025,10,37.07
-16.5,-62.5,2025,10,36.86
-18.5,-63.5,2025,11,34.35
-18.5,-62.5,2025,11,36.82
-17.5,-63.5,2025,11,36.06
-17.5,-62.5,2025,11,36.78
-16.5,-63.5,2025,11,36.18
-16.5,-62.5,2025,11,36.0
-18.5,-63.5,2025,12,34.64
-18.5,-62.5,2025,12,37.06
-17.5,-63.5,2025,12,36.51
-17.5,-62.5,2025,12,36.63
-16.5,-63.5,2025,12,36.14
-16.5,-62.5,2025,12,35.9
-18.5,-63.5,2025,13,34.18
-18.5,-62.5,2025,13,36.45
-17.5,-63.5,2025,13,35.74
-17.5,-62.5,2025,13,35.94
-16.5,-63.5,2025,13,35.65
-16.5,-62.5,2025,13,35.35
-18.5,-63.5,2025,14,33.47
