-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
-17.0,-62.5,2024,311,22.89
-16.5,-63.75,2024,311,24.19
-16.5,-63.125,2024,311,23.8
-16.5,-62.5,2024,311,24.01
-18.5,-63.75,2024,312,16.81
-18.5,-63.125,2024,312,22.93
-18.5,-62.5,2024,312,24.3
-18.0,-63.75,2024,312,18.9
-18.0,-63.125,2024,312,22.9
-18.0,-62.5,2024,312,24.15
-17.5,-63.75,2024,312,23.27
-17.5,-63.125,2024,312,23.87
-17.5,-62.5,2024,312,23.86
-17.0,-63.75,2024,312,24.0
-17.0,-63.125,2024,312,23.94
-17.0,-62.5,2024,312,23.7
-16.5,-63.75,2024,312,24.08
-16.5,-63.125,2024,312,23.68
-16.5,-62.5,2024,312,23.03
-18.5,-63.75,2024,313,16.02
-18.5,-63.125,2024,313,21.72
-18.5,-62.5,2024,313,23.98
-18.0,-63.75,2024,313,18.06
-18.0,-63.125,2024,313,22.21
-18.0,-62.5,2024,313,23.68
-17.5,-63.75,2024,313,22.82
-17.5,-63.125,2024,313,22.96
-17.5,-62.5,2024,313,23.52
-17.0,-63.75,2024,313,23.45
-17.0,-63.125,2024,313,23.5
-17.0,-62.5,2024,313,23.29
-16.5,-63.75,2024,313,23.74
-16.5,-63.125,2024,313,23.51
-16.5,-62.5,2024,313,23.0
-18.5,-63.75,2024,314,17.97
-18.5,-63.125,2024,314,22.6
-18.5,-62.5,2024,314,22.65
-18.0,-63.75,2024,314,19.15
-18.0,-63.125,2024,314,22.28
-18.0,-62.5,2024,314,22.17
-17.5,-63.75,2024,314,22.79
-17.5,-63.125,2024,314,22.79
-17.5,-62.5,2024,314,21.93
-17.0,-63.75,2024,314,23.34
-17.0,-63.125,2024,314,23.04
-17.0,-62.5,2024,314,22.09
-16.5,-63.75,2024,314,23.38
-16.5,-63.125,2024,314,23.19
-16.5,-62.5,2024,314,21.88
-18.5,-63.75,2024,315,15.66
-18.5,-63.125,2024,315,21.93
-18.5,-62.5,2024,315,22.3
-18.0,-63.75,2024,315,17.45
-18.0,-63.125,2024,315,22.44
-18.0,-62.5,2024,315,22.11
-17.5,-63.75,2024,315,23.25
-17.5,-63.125,2024,315,23.99
-17.5,-62.5,2024,315,22.26
-17.0,-63.75,2024,315,23.92
-17.0,-63.125,2024,315,23.68
-17.0,-62.5,2024,315,23.13
-16.5,-63.75,2024,315,23.01
-16.5,-63.125,2024,315,23.28
-16.5,-62.5,2024,315,23.44
-18.5,-63.75,2024,316,18.62
-18.5,-63.125,2024,316,24.13
-18.5,-62.5,2024,316,25.76
-18.0,-63.75,2024,316,19.82
-18.0,-63.125,2024,316,24.45
-18.0,-62.5,2024,316,25.81
-17.5,-63.75,2024,316,24.0
-17.5,-63.125,2024,316,25.42
-17.5,-62.5,2024,316,25.87
-17.0,-63.75,2024,316,25.43
-17.0,-63.125,2024,316,25.89
-17.0,-62.5,2024,316,25.67
-16.5,-63.75,2024,316,25.5
-16.5,-63.125,2024,316,26.0
-16.5,-62.5,2024,316,24.05
-18.5,-63.75,2024,317,13.84
-18.5,-63.125,2024,317,17.61
-18.5,-62.5,2024,317,18.24
-18.0,-63.75,2024,317,15.14
-18.0,-63.125,2024,317,17.32
-18.0,-62.5,2024,317,18.4
