-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
IMERG_PRECTOT     MERRA-2 Total Precipitation (mm/day) 
Message(s): 
The IMERG Source Data is not available at the Local Solar Time (LST) standard. 
-END HEADER-
LAT,LON,YEAR,DOY,IMERG_PRECTOT
-18.73,-64.3,2025,20,-999.0
-18.73,-62.23,2025,20,-999.0
-16.35,-64.3,2025,20,-999.0
-16.35,-62.23,2025,20,-999.0
-18.73,-64.3,2025,21,-999.0
-18.73,-62.23,2025,21,-999.0
-16.35,-64.3,2025,21,-999.0
-16.35,-62.23,2025,21,-999.0
-18.73,-64.3,2025,22,-999.0
-18.73,-62.23,2025,22,-999.0
-16.35,-64.3,2025,22,-999.0
-16.35,-62.23,2025,22,-999.0
-18.73,-64.3,2025,23,-999.0
-18.73,-62.23,2025,23,-999.0
-16.35,-64.3,2025,23,-999.0
-16.35,-62.23,2025,23,-999.0
-18.73,-64.3,2025,24,-999.0
-18.73,-62.23,2025,24,-999.0
-16.35,-64.3,2025,24,-999.0
-16.35,-62.23,2025,24,-999.0
-18.73,-64.3,2025,25,-999.0
-18.73,-62.23,2025,25,-999.0
-16.35,-64.3,2025,25,-999.0
-16.35,-62.23,2025,25,-999.0
-18.73,-64.3,2025,26,-999.0
-18.73,-62.23,2025,26,-999.0
-16.35,-64.3,2025,26,-999.0
-16.35,-62.23,2025,26,-999.0
-18.73,-64.3,2025,27,-999.0
-18.73,-62.23,2025,27,-999.0
-16.35,-64.3,2025,27,-999.0
-16.35,-62.23,2025,27,-999.0
-18.73,-64.3,2025,28,-999.0
-18.73,-62.23,2025,28,-999.0
-16.35,-64.3,2025,28,-999.0
-16.35,-62.23,2025,28,-999.0
-18.73,-64.3,2025,29,-999.0
-18.73,-62.23,2025,29,-999.0
-16.35,-64.3,2025,29,-999.0
-16.35,-62.23,2025,29,-999.0
-18.73,-64.3,2025,30,-999.0
-18.73,-62.23,2025,30,-999.0
-16.35,-64.3,2025,30,-999.0
-16.35,-62.23,2025,30,-999.0
-18.73,-64.3,2025,31,-999.0
-18.73,-62.23,2025,31,-999.0
-16.35,-64.3,2025,31,-999.0
-16.35,-62.23,2025,31,-999.0
-18.73,-64.3,2025,32,-999.0
-18.73,-62.23,2025,32,-999.0
-16.35,-64.3,2025,32,-999.0
-16.35,-62.23,2025,32,-999.0
-18.73,-64.3,2025,33,-999.0
-18.73,-62.23,2025,33,-999.0
-16.35,-64.3,2025,33,-999.0
-16.35,-62.23,2025,33,-999.0
-18.73,-64.3,2025,34,-999.0
-18.73,-62.23,2025,34,-999.0
-16.35,-64.3,2025,34,-999.0
-16.35,-62.23,2025,34,-999.0
-18.73,-64.3,2025,35,-999.0
-18.73,-62.23,2025,35,-999.0
-16.35,-64.3,2025,35,-999.0
-16.35,-62.23,2025,35,-999.0
-18.73,-64.3,2025,36,-999.0
-18.73,-62.23,2025,36,-999.0
-16.35,-64.3,2025,36,-999.0
-16.35,-62.23,2025,36,-999.0
-18.73,-64.3,2025,37,-999.0
-18.73,-62.23,2025,37,-999.0
-16.35,-64.3,2025,37,-999.0
-16.35,-62.23,2025,37,-999.0
-18.73,-64.3,2025,38,-999.0
-18.73,-62.23,2025,38,-999.0
-16.35,-64.3,2025,38,-999.0
-16.35,-62.23,2025,38,-999.0
-18.73,-64.3,2025,39,-999.0
-18.73,-62.23,2025,39,-999.0
-16.35,-64.3,2025,39,-999.0
-16.35,-62.23,2025,39,-999.0
-18.73,-64.3,2025,40,-999.0
-18.73,-62.23,2025,40,-999.0
-16.35,-64.3,2025,40,-999.0
-16.35,-62.23,2025,40,-999.0
-18.73,-64.3,2025,41,-999.0
-18.73,-62.23,2025,41,-999.0
-16.35,-64.3,2025,41,-999.0
-16.35,-62.23,2025,41,-999.0
-18.73,-64.3,2025,42,-999.0
-18.73,-62.23,2025,42,-999.0
-16.35,-64.3,2025,42,-999.0
-16.35,-62.23,2025,42,-999.0
-18.73,-64.3,2025,43,-999.0
-18.73,-62.23,2025,43,-999.0
-16.35,-64.3,2025,43,-999.0
-16.35,-62.23,2025,43,-999.0
-18.73,-64.3,2025,44,-999.0
-18.73,-62.23,2025,44,-999.0
-16.35,-64.3,2025,44,-999.0
-16.35,-62.23,2025,44,-999.0
-18.73,-64.3,2025,45,-999.0
-18.73,-62.23,2025,45,-999.0
-16.35,-64.3,2025,45,-999.0
-16.35,-62.23,2025,45,-999.0
-18.73,-64.3,2025,46,-999.0
-18.73,-62.23,2025,46,-999.0
-16.35,-64.3,2025,46,-999.0
-16.35,-62.23,2025,46,-999.0
-18.73,-64.3,2025,47,-999.0
-18.73,-62.23,2025,47,-999.0
-16.35,-64.3,2025,47,-999.0
-16.35,-62.23,2025,47,-999.0
-18.73,-64.3,2025,48,-999.0
-18.73,-62.23,2025,48,-999.0
-16.35,-64.3,2025,48,-999.0
-16.35,-62.23,2025,48,-999.0
-18.73,-64.3,2025,49,-999.0
-18.73,-62.23,2025,49,-999.0
-16.35,-64.3,2025,49,-999.0
-16.35,-62.23,2025,49,-999.0
-18.73,-64.3,2025,50,-999.0
-18.73,-62.23,2025,50,-999.0
-16.35,-64.3,2025,50,-999.0
-16.35,-62.23,2025,50,-999.0
-18.73,-64.3,2025,51,-999.0
-18.73,-62.23,2025,51,-999.0
-16.35,-64.3,2025,51,-999.0
-16.35,-62.23,2025,51,-999.0
-18.73,-64.3,2025,52,-999.0
-18.73,-62.23,2025,52,-999.0
-16.35,-64.3,2025,52,-999.0
-16.35,-62.23,2025,52,-999.0
-18.73,-64.3,2025,53,-999.0
-18.73,-62.23,2025,53,-999.0
-16.35,-64.3,2025,53,-999.0
-16.35,-62.23,2025,53,-999.0
-18.73,-64.3,2025,54,-999.0
-18.73,-62.23,2025,54,-999.0
-16.35,-64.3,2025,54,-999.0
-16.35,-62.23,2025,54,-999.0
-18.73,-64.3,2025,55,-999.0
-18.73,-62.23,2025,55,-999.0
-16.35,-64.3,2025,55,-999.0
-16.35,-62.23,2025,55,-999.0
-18.73,-64.3,2025,56,-999.0
-18.73,-62.23,2025,56,-999.0
-16.35,-64.3,2025,56,-999.0
-16.35,-62.23,2025,56,-999.0
-18.73,-64.3,2025,57,-999.0
-18.73,-62.23,2025,57,-999.0
-16.35,-64.3,2025,57,-999.0
-16.35,-62.23,2025,57,-999.0
-18.73,-64.3,2025,58,-999.0
-18.73,-62.23,2025,58,-999.0
-16.35,-64.3,2025,58,-999.0
-16.35,-62.23,2025,58,-999.0
-18.73,-64.3,2025,59,-999.0
-18.73,-62.23,2025,59,-999.0
-16.35,-64.3,2025,59,-999.0
-16.35,-62.23,2025,59,-999.0
-18.73,-64.3,2025,60,-999.0
-18.73,-62.23,2025,60,-999.0
-16.35,-64.3,2025,60,-999.0
-16.35,-62.23,2025,60,-999.0
-18.73,-64.3,2025,61,-999.0
-18.73,-62.23,2025,61,-999.0
-16.35,-64.3,2025,61,-999.0
-16.35,-62.23,2025,61,-999.0
-18.73,-64.3,2025,62,-999.0
-18.73,-62.23,2025,62,-999.0
-16.35,-64.3,2025,62,-999.0
-16.35,-62.23,2025,62,-999.0
-18.73,-64.3,2025,63,-999.0
-18.73,-62.23,2025,63,-999.0
-16.35,-64.3,2025,63,-999.0
-16.35,-62.23,2025,63,-999.0
-18.73,-64.3,2025,64,-999.0
-18.73,-62.23,2025,64,-999.0
-16.35,-64.3,2025,64,-999.0
-16.35,-62.23,2025,64,-999.0
-18.73,-64.3,2025,65,-999.0
-18.73,-62.23,2025,65,-999.0
-16.35,-64.3,2025,65,-999.0
-16.35,-62.23,2025,65,-999.0
-18.73,-64.3,2025,66,-999.0
