-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
-17.5,-62.5,2022,310,15.38
-17.0,-63.75,2022,310,16.94
-17.0,-63.125,2022,310,16.87
-17.0,-62.5,2022,310,15.79
-16.5,-63.75,2022,310,17.12
-16.5,-63.125,2022,310,17.42
-16.5,-62.5,2022,310,15.97
-18.5,-63.75,2022,311,12.97
-18.5,-63.125,2022,311,17.74
-18.5,-62.5,2022,311,17.32
-18.0,-63.75,2022,311,13.76
-18.0,-63.125,2022,311,17.58
-18.0,-62.5,2022,311,17.07
-17.5,-63.75,2022,311,19.5
-17.5,-63.125,2022,311,17.93
-17.5,-62.5,2022,311,17.13
-17.0,-63.75,2022,311,18.4
-17.0,-63.125,2022,311,18.13
-17.0,-62.5,2022,311,17.66
-16.5,-63.75,2022,311,19.25
-16.5,-63.125,2022,311,18.86
-16.5,-62.5,2022,311,17.29
-18.5,-63.75,2022,312,13.9
-18.5,-63.125,2022,312,19.18
-18.5,-62.5,2022,312,18.35
-18.0,-63.75,2022,312,16.23
-18.0,-63.125,2022,312,18.86
-18.0,-62.5,2022,312,18.31
-17.5,-63.75,2022,312,20.14
-17.5,-63.125,2022,312,19.19
-17.5,-62.5,2022,312,18.42
-17.0,-63.75,2022,312,20.95
-17.0,-63.125,2022,312,20.83
-17.0,-62.5,2022,312,19.81
-16.5,-63.75,2022,312,22.18
-16.5,-63.125,2022,312,22.17
-16.5,-62.5,2022,312,19.75
-18.5,-63.75,2022,313,15.5
-18.5,-63.125,2022,313,22.58
-18.5,-62.5,2022,313,21.49
-18.0,-63.75,2022,313,18.62
-18.0,-63.125,2022,313,22.26
-18.0,-62.5,2022,313,22.01
-17.5,-63.75,2022,313,22.74
-17.5,-63.125,2022,313,22.86
-17.5,-62.5,2022,313,22.2
-17.0,-63.75,2022,313,23.24
-17.0,-63.125,2022,313,24.12
-17.0,-62.5,2022,313,22.9
-16.5,-63.75,2022,313,23.12
-16.5,-63.125,2022,313,24.08
-16.5,-62.5,2022,313,21.59
-18.5,-63.75,2022,314,17.71
-18.5,-63.125,2022,314,22.92
-18.5,-62.5,2022,314,23.72
-18.0,-63.75,2022,314,19.04
-18.0,-63.125,2022,314,22.96
-18.0,-62.5,2022,314,23.57
-17.5,-63.75,2022,314,23.21
-17.5,-63.125,2022,314,23.01
-17.5,-62.5,2022,314,23.29
-17.0,-63.75,2022,314,22.86
-17.0,-63.125,2022,314,24.07
-17.0,-62.5,2022,314,23.93
-16.5,-63.75,2022,314,23.75
-16.5,-63.125,2022,314,24.94
-16.5,-62.5,2022,314,22.69
-18.5,-63.75,2022,315,18.46
-18.5,-63.125,2022,315,23.97
-18.5,-62.5,2022,315,24.66
-18.0,-63.75,2022,315,18.96
-18.0,-63.125,2022,315,23.87
-18.0,-62.5,2022,315,24.6
-17.5,-63.75,2022,315,23.38
-17.5,-63.125,2022,315,23.99
-17.5,-62.5,2022,315,24.63
-17.0,-63.75,2022,315,24.56
-17.0,-63.125,2022,315,25.35
-17.0,-62.5,2022,315,24.92
-16.5,-63.75,2022,315,25.21
-16.5,-63.125,2022,315,26.49
-16.5,-62.5,2022,315,24.03
-18.5,-63.75,2022,316,19.34
-18.5,-63.125,2022,316,24.79
-18.5,-62.5,2022,316,25.06
-18.0,-63.75,2022,316,19.08
-18.0,-63.125,2022,316,23.79
-18.0,-62.5,2022,316,25.0
-17.5,-63.75,2022,316,23.15
-17.5,-63.125,2022,316,24.31
