-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2MWET
-18.0,-63.75,2022,291,19.57
-18.0,-63.125,2022,291,23.06
-18.0,-62.5,2022,291,23.98
-17.5,-63.75,2022,291,23.41
-17.5,-63.125,2022,291,23.98
-17.5,-62.5,2022,291,24.1
-17.0,-63.75,2022,291,24.72
-17.0,-63.125,2022,291,24.41
-17.0,-62.5,2022,291,24.08
-16.5,-63.75,2022,291,24.73
-16.5,-63.125,2022,291,24.4
-16.5,-62.5,2022,291,23.78
-18.5,-63.75,2022,292,19.03
-18.5,-63.125,2022,292,23.45
-18.5,-62.5,2022,292,24.29
-18.0,-63.75,2022,292,20.13
-18.0,-63.125,2022,292,23.55
-18.0,-62.5,2022,292,24.52
-17.5,-63.75,2022,292,23.74
-17.5,-63.125,2022,292,24.41
-17.5,-62.5,2022,292,24.7
-17.0,-63.75,2022,292,25.04
-17.0,-63.125,2022,292,24.91
-17.0,-62.5,2022,292,24.72
-16.5,-63.75,2022,292,25.18
-16.5,-63.125,2022,292,24.83
-16.5,-62.5,2022,292,24.4
-18.5,-63.75,2022,293,19.66
-18.5,-63.125,2022,293,24.17
-18.5,-62.5,2022,293,24.77
-18.0,-63.75,2022,293,20.63
-18.0,-63.125,2022,293,24.15
-18.0,-62.5,2022,293,24.89
-17.5,-63.75,2022,293,24.05
-17.5,-63.125,2022,293,24.92
-17.5,-62.5,2022,293,24.99
-17.0,-63.75,2022,293,25.3
-17.0,-63.125,2022,293,25.35
-17.0,-62.5,2022,293,24.95
-16.5,-63.75,2022,293,25.41
-16.5,-63.125,2022,293,25.35
-16.5,-62.5,2022,293,24.57
-18.5,-63.75,2022,294,13.38
-18.5,-63.125,2022,294,17.93
-18.5,-62.5,2022,294,18.87
-18.0,-63.75,2022,294,14.78
-18.0,-63.125,2022,294,18.09
-18.0,-62.5,2022,294,18.98
-17.5,-63.75,2022,294,18.34
-17.5,-63.125,2022,294,19.12
-17.5,-62.5,2022,294,19.24
-17.0,-63.75,2022,294,19.71
-17.0,-63.125,2022,294,19.84
-17.0,-62.5,2022,294,19.67
-16.5,-63.75,2022,294,20.44
-16.5,-63.125,2022,294,20.56
-16.5,-62.5,2022,294,19.96
-18.5,-63.75,2022,295,13.26
-18.5,-63.125,2022,295,18.12
-18.5,-62.5,2022,295,18.56
-18.0,-63.75,2022,295,14.9
-18.0,-63.125,2022,295,18.37
-18.0,-62.5,2022,295,19.1
-17.5,-63.75,2022,295,18.7
-17.5,-63.125,2022,295,19.66
-17.5,-62.5,2022,295,19.64
-17.0,-63.75,2022,295,19.99
-17.0,-63.125,2022,295,20.26
-17.0,-62.5,2022,295,19.94
-16.5,-63.75,2022,295,20.42
-16.5,-63.125,2022,295,20.66
-16.5,-62.5,2022,295,20.14
-18.5,-63.75,2022,296,15.54
-18.5,-63.125,2022,296,20.32
-18.5,-62.5,2022,296,20.82
-18.0,-63.75,2022,296,16.48
-18.0,-63.125,2022,296,20.14
-18.0,-62.5,2022,296,21.02
-17.5,-63.75,2022,296,19.89
-17.5,-63.125,2022,296,20.95
-17.5,-62.5,2022,296,21.36
-17.0,-63.75,2022,296,21.13
-17.0,-63.125,2022,296,21.56
-17.0,-62.5,2022,296,21.49
-16.5,-63.75,2022,296,21.57
-16.5,-63.125,2022,296,22.13
-16.5,-62.5,2022,296,21.69
-18.5,-63.75,2022,297,16.56
-18.5,-63.125,2022,297,21.54
-18.5,-62.5,2022,297,22.61
-18.0,-63.75,2022,297,17.93
-18.0,-63.125,2022,297,21.94
-18.0,-62.5,2022,297,23.06
-17.5,-63.75,2022,297,22.11
-17.5,-63.125,2022,297,23.42
-17.5,-62.5,2022,297,23.7
-17.0,-63.75,2022,297,23.79
-17.0,-63.125,2022,297,24.2
-17.0,-62.5,2022,297,24.03
-16.5,-63.75,2022,297,24.25
-16.5,-63.125,2022,297,24.54
-16.5,-62.5,2022,297,24.04
-18.5,-63.75,2022,298,19.4
-18.5,-63.125,2022,298,24.33
-18.5,-62.5,2022,298,25.26
-18.0,-63.75,2022,298,20.7
-18.0,-63.125,2022,298,24.59
-18.0,-62.5,2022,298,25.34
-17.5,-63.75,2022,298,24.51
-17.5,-63.125,2022,298,25.52
-17.5,-62.5,2022,298,25.48
-17.0,-63.75,2022,298,25.92
-17.0,-63.125,2022,298,26.1
-17.0,-62.5,2022,298,25.6
-16.5,-63.75,2022,298,26.09
-16.5,-63.125,2022,298,26.11
-16.5,-62.5,2022,298,25.29
-18.5,-63.75,2022,299,20.68
-18.5,-63.125,2022,299,25.03
-18.5,-62.5,2022,299,25.7
-18.0,-63.75,2022,299,21.29
-18.0,-63.125,2022,299,24.97
-18.0,-62.5,2022,299,25.8
-17.5,-63.75,2022,299,24.77
-17.5,-63.125,2022,299,25.7
-17.5,-62.5,2022,299,25.87
-17.0,-63.75,2022,299,26.04
-17.0,-63.125,2022,299,26.13
-17.0,-62.5,2022,299,25.74
-16.5,-63.75,2022,299,26.13
-16.5,-63.125,2022,299,26.08
-16.5,-62.5,2022,299,25.26
-18.5,-63.75,2022,300,16.96
-18.5,-63.125,2022,300,21.83
-18.5,-62.5,2022,300,22.82
-18.0,-63.75,2022,300,18.13
-18.0,-63.125,2022,300,21.86
-18.0,-62.5,2022,300,22.69
-17.5,-63.75,2022,300,22.19
-17.5,-63.125,2022,300,22.91
-17.5,-62.5,2022,300,22.74
-17.0,-63.75,2022,300,23.73
-17.0,-63.125,2022,300,23.31
-17.0,-62.5,2022,300,22.6
-16.5,-63.75,2022,300,23.95
-16.5,-63.125,2022,300,23.2
-16.5,-62.5,2022,300,22.27
-18.5,-63.75,2022,301,16.55
-18.5,-63.125,2022,301,21.25
-18.5,-62.5,2022,301,22.73
-18.0,-63.75,2022,301,17.56
-18.0,-63.125,2022,301,21.4
-18.0,-62.5,2022,301,22.64
-17.5,-63.75,2022,301,21.37
-17.5,-63.125,2022,301,22.65
-17.5,-62.5,2022,301,23.29
-17.0,-63.75,2022,301,23.37
-17.0,-63.125,2022,301,23.52
-17.0,-62.5,2022,301,23.67
-16.5,-63.75,2022,301,23.65
-16.5,-63.125,2022,301,23.6
-16.5,-62.5,2022,301,23.58
-18.5,-63.75,2022,302,19.55
-18.5,-63.125,2022,302,24.27
-18.5,-62.5,2022,302,25.33
-18.0,-63.75,2022,302,20.09
-18.0,-63.125,2022,302,24.27
-18.0,-62.5,2022,302,25.42
-17.5,-63.75,2022,302,23.77
-17.5,-63.125,2022,302,25.17
-17.5,-62.5,2022,302,25.51
-17.0,-63.75,2022,302,25.3
-17.0,-63.125,2022,302,25.61
-17.0,-62.5,2022,302,25.39
-16.5,-63.75,2022,302,25.39
-16.5,-63.125,2022,302,25.48
-16.5,-62.5,2022,302,24.79
-18.5,-63.75,2022,303,20.24
-18.5,-63.125,2022,303,24.64
-18.5,-62.5,2022,303,25.22
-18.0,-63.75,2022,303,20.83
-18.0,-63.125,2022,303,24.26
-18.0,-62.5,2022,303,25.18
-17.5,-63.75,2022,303,23.98
-17.5,-63.125,2022,303,24.93
-17.5,-62.5,2022,303,25.28
-17.0,-63.75,2022,303,25.29
-17.0,-63.125,2022,303,25.41
-17.0,-62.5,2022,303,25.24
-16.5,-63.75,2022,303,25.41
-16.5,-63.125,2022,303,25.38
-16.5,-62.5,2022,303,24.68
-18.5,-63.75,2022,304,9.07
-18.5,-63.125,2022,304,13.26
-18.5,-62.5,2022,304,13.54
-18.0,-63.75,2022,304,10.88
-18.0,-63.125,2022,304,13.73
-18.0,-62.5,2022,304,14.23
-17.5,-63.75,2022,304,15.0
-17.5,-63.125,2022,304,14.87
-17.5,-62.5,2022,304,14.81
-17.0,-63.75,2022,304,16.21
-17.0,-63.125,2022,304,15.71
-17.0,-62.5,2022,304,15.28
-16.5,-63.75,2022,304,16.5
-16.5,-63.125,2022,304,16.1
-16.5,-62.5,2022,304,15.44
-18.5,-63.75,2022,305,4.44
-18.5,-63.125,2022,305,8.68
-18.5,-62.5,2022,305,9.17
-18.0,-63.75,2022,305,5.83
-18.0,-63.125,2022,305,8.85
-18.0,-62.5,2022,305,9.62
-17.5,-63.75,2022,305,9.69
-17.5,-63.125,2022,305,9.95
-17.5,-62.5,2022,305,10.06
-17.0,-63.75,2022,305,10.69
-17.0,-63.125,2022,305,10.62
-17.0,-62.5,2022,305,10.24
-16.5,-63.75,2022,305,10.86
-16.5,-63.125,2022,305,10.49
-16.5,-62.5,2022,305,10.18
-18.5,-63.75,2022,306,4.09
-18.5,-63.125,2022,306,8.38
-18.5,-62.5,2022,306,9.25
-18.0,-63.75,2022,306,5.58
-18.0,-63.125,2022,306,8.64
-18.0,-62.5,2022,306,9.63
-17.5,-63.75,2022,306,9.45
-17.5,-63.125,2022,306,9.92
-17.5,-62.5,2022,306,10.11
-17.0,-63.75,2022,306,10.51
-17.0,-63.125,2022,306,10.8
-17.0,-62.5,2022,306,10.41
-16.5,-63.75,2022,306,10.98
-16.5,-63.125,2022,306,10.73
-16.5,-62.5,2022,306,10.13
-18.5,-63.75,2022,307,5.54
-18.5,-63.125,2022,307,9.96
-18.5,-62.5,2022,307,11.06
-18.0,-63.75,2022,307,6.93
-18.0,-63.125,2022,307,10.16
-18.0,-62.5,2022,307,11.39
-17.5,-63.75,2022,307,10.67
-17.5,-63.125,2022,307,11.16
-17.5,-62.5,2022,307,11.61
-17.0,-63.75,2022,307,11.65
-17.0,-63.125,2022,307,11.7
-17.0,-62.5,2022,307,11.58
-16.5,-63.75,2022,307,11.86
-16.5,-63.125,2022,307,11.49
-16.5,-62.5,2022,307,11.15
-18.5,-63.75,2022,308,8.05
-18.5,-63.125,2022,308,13.32
-18.5,-62.5,2022,308,15.26
-18.0,-63.75,2022,308,9.48
-18.0,-63.125,2022,308,13.33
-18.0,-62.5,2022,308,15.37
-17.5,-63.75,2022,308,13.18
-17.5,-63.125,2022,308,14.37
-17.5,-62.5,2022,308,15.67
-17.0,-63.75,2022,308,14.61
-17.0,-63.125,2022,308,15.05
-17.0,-62.5,2022,308,15.76
-16.5,-63.75,2022,308,14.96
-16.5,-63.125,2022,308,15.17
-16.5,-62.5,2022,308,15.43
-18.5,-63.75,2022,309,11.5
-18.5,-63.125,2022,309,16.3
-18.5,-62.5,2022,309,17.07
-18.0,-63.75,2022,309,12.64
-18.0,-63.125,2022,309,16.27
-18.0,-62.5,2022,309,17.27
-17.5,-63.75,2022,309,16.12
-17.5,-63.125,2022,309,17.02
-17.5,-62.5,2022,309,17.42
-17.0,-63.75,2022,309,17.27
-17.0,-63.125,2022,309,17.62
-17.0,-62.5,2022,309,17.58
-16.5,-63.75,2022,309,17.62
-16.5,-63.125,2022,309,17.66
-16.5,-62.5,2022,309,17.45
-18.5,-63.75,2022,310,13.26
-18.5,-63.125,2022,310,17.71
-18.5,-62.5,2022,310,17.84
-18.0,-63.75,2022,310,14.36
-18.0,-63.125,2022,310,17.64
-18.0,-62.5,2022,310,18.0
-17.5,-63.75,2022,310,17.75
-17.5,-63.125,2022,310,18.24
-17.5,-62.5,2022,310,18.29
-17.0,-63.75,2022,310,18.67
-17.0,-63.125,2022,310,18.62
-17.0,-62.5,2022,310,18.53
-16.5,-63.75,2022,310,19.0
-16.5,-63.125,2022,310,18.77
-16.5,-62.5,2022,310,18.39
-18.5,-63.75,2022,311,14.55
-18.5,-63.125,2022,311,18.75
-18.5,-62.5,2022,311,18.79
-18.0,-63.75,2022,311,15.69
-18.0,-63.125,2022,311,18.78
-18.0,-62.5,2022,311,18.93
-17.5,-63.75,2022,311,18.98
-17.5,-63.125,2022,311,19.47
-17.5,-62.5,2022,311,19.28
-17.0,-63.75,2022,311,19.96
-17.0,-63.125,2022,311,19.89
-17.0,-62.5,2022,311,19.58
-16.5,-63.75,2022,311,20.54
-16.5,-63.125,2022,311,20.2
-16.5,-62.5,2022,311,19.69
-18.5,-63.75,2022,312,15.32
-18.5,-63.125,2022,312,19.75
-18.5,-62.5,2022,312,19.72
-18.0,-63.75,2022,312,16.61
-18.0,-63.125,2022,312,19.86
-18.0,-62.5,2022,312,20.1
-17.5,-63.75,2022,312,20.33
-17.5,-63.125,2022,312,20.99
-17.5,-62.5,2022,312,20.76
-17.0,-63.75,2022,312,22.1
-17.0,-63.125,2022,312,22.01
-17.0,-62.5,2022,312,21.38
-16.5,-63.75,2022,312,22.14
-16.5,-63.125,2022,312,22.34
-16.5,-62.5,2022,312,21.31
-18.5,-63.75,2022,313,16.32
-18.5,-63.125,2022,313,21.23
-18.5,-62.5,2022,313,21.83
-18.0,-63.75,2022,313,18.04
-18.0,-63.125,2022,313,21.46
-18.0,-62.5,2022,313,22.13
-17.5,-63.75,2022,313,21.7
-17.5,-63.125,2022,313,22.61
-17.5,-62.5,2022,313,22.59
-17.0,-63.75,2022,313,23.42
-17.0,-63.125,2022,313,23.4
-17.0,-62.5,2022,313,22.74
-16.5,-63.75,2022,313,23.49
-16.5,-63.125,2022,313,23.24
-16.5,-62.5,2022,313,22.44
-18.5,-63.75,2022,314,18.83
-18.5,-63.125,2022,314,23.39
-18.5,-62.5,2022,314,23.96
-18.0,-63.75,2022,314,19.85
-18.0,-63.125,2022,314,23.33
-18.0,-62.5,2022,314,23.96
-17.5,-63.75,2022,314,23.2
-17.5,-63.125,2022,314,23.95
-17.5,-62.5,2022,314,23.96
-17.0,-63.75,2022,314,24.48
-17.0,-63.125,2022,314,24.48
-17.0,-62.5,2022,314,23.99
-16.5,-63.75,2022,314,24.69
-16.5,-63.125,2022,314,24.51
-16.5,-62.5,2022,314,23.65
-18.5,-63.75,2022,315,19.48
-18.5,-63.125,2022,315,24.36
-18.5,-62.5,2022,315,25.16
-18.0,-63.75,2022,315,20.35
-18.0,-63.125,2022,315,24.23
-18.0,-62.5,2022,315,25.15
-17.5,-63.75,2022,315,23.86
-17.5,-63.125,2022,315,24.79
-17.5,-62.5,2022,315,25.12
-17.0,-63.75,2022,315,25.03
-17.0,-63.125,2022,315,25.25
-17.0,-62.5,2022,315,25.04
-16.5,-63.75,2022,315,25.0
-16.5,-63.125,2022,315,25.18
-16.5,-62.5,2022,315,24.56
-18.5,-63.75,2022,316,19.53
-18.5,-63.125,2022,316,23.98
-18.5,-62.5,2022,316,24.58
-18.0,-63.75,2022,316,20.08
-18.0,-63.125,2022,316,23.71
-18.0,-62.5,2022,316,24.67
-17.5,-63.75,2022,316,23.49
-17.5,-63.125,2022,316,24.3
-17.5,-62.5,2022,316,24.8
-17.0,-63.75,2022,316,24.8
-17.0,-63.125,2022,316,24.94
-17.0,-62.5,2022,316,24.93
-16.5,-63.75,2022,316,25.0
-16.5,-63.125,2022,316,25.19
-16.5,-62.5,2022,316,24.53
-18.5,-63.75,2022,317,19.3
-18.5,-63.125,2022,317,24.62
-18.5,-62.5,2022,317,25.43
-18.0,-63.75,2022,317,20.52
-18.0,-63.125,2022,317,24.37
-18.0,-62.5,2022,317,25.4
-17.5,-63.75,2022,317,24.02
-17.5,-63.125,2022,317,25.07
-17.5,-62.5,2022,317,25.42
-17.0,-63.75,2022,317,25.23
-17.0,-63.125,2022,317,25.58
-17.0,-62.5,2022,317,25.3
-16.5,-63.75,2022,317,25.41
-16.5,-63.125,2022,317,25.49
-16.5,-62.5,2022,317,24.77
-18.5,-63.75,2022,318,16.4
-18.5,-63.125,2022,318,19.98
-18.5,-62.5,2022,318,20.86
-18.0,-63.75,2022,318,17.66
-18.0,-63.125,2022,318,20.4
-18.0,-62.5,2022,318,21.74
-17.5,-63.75,2022,318,21.55
-17.5,-63.125,2022,318,21.84
-17.5,-62.5,2022,318,22.64
-17.0,-63.75,2022,318,23.24
-17.0,-63.125,2022,318,23.22
-17.0,-62.5,2022,318,23.51
-16.5,-63.75,2022,318,24.18
-16.5,-63.125,2022,318,24.17
-16.5,-62.5,2022,318,24.07
-18.5,-63.75,2022,319,15.77
-18.5,-63.125,2022,319,20.53
-18.5,-62.5,2022,319,21.81
-18.0,-63.75,2022,319,16.77
-18.0,-63.125,2022,319,20.52
-18.0,-62.5,2022,319,22.13
-17.5,-63.75,2022,319,20.52
-17.5,-63.125,2022,319,21.66
-17.5,-62.5,2022,319,22.46
-17.0,-63.75,2022,319,21.77
-17.0,-63.125,2022,319,22.29
-17.0,-62.5,2022,319,22.93
-16.5,-63.75,2022,319,22.39
-16.5,-63.125,2022,319,22.95
-16.5,-62.5,2022,319,23.43
-18.5,-63.75,2022,320,18.12
-18.5,-63.125,2022,320,22.58
-18.5,-62.5,2022,320,22.55
-18.0,-63.75,2022,320,19.13
-18.0,-63.125,2022,320,22.61
-18.0,-62.5,2022,320,22.98
-17.5,-63.75,2022,320,22.65
-17.5,-63.125,2022,320,23.53
-17.5,-62.5,2022,320,23.61
-17.0,-63.75,2022,320,24.16
-17.0,-63.125,2022,320,24.17
-17.0,-62.5,2022,320,23.9
-16.5,-63.75,2022,320,24.72
-16.5,-63.125,2022,320,24.33
-16.5,-62.5,2022,320,23.8
-18.5,-63.75,2022,321,18.07
-18.5,-63.125,2022,321,21.3
-18.5,-62.5,2022,321,20.66
-18.0,-63.75,2022,321,18.74
-18.0,-63.125,2022,321,21.5
-18.0,-62.5,2022,321,21.14
-17.5,-63.75,2022,321,22.1
-17.5,-63.125,2022,321,22.21
-17.5,-62.5,2022,321,21.88
-17.0,-63.75,2022,321,23.57
-17.0,-63.125,2022,321,23.37
-17.0,-62.5,2022,321,22.83
-16.5,-63.75,2022,321,24.02
-16.5,-63.125,2022,321,23.94
-16.5,-62.5,2022,321,23.16
-18.5,-63.75,2022,322,17.36
-18.5,-63.125,2022,322,21.16
-18.5,-62.5,2022,322,21.23
-18.0,-63.75,2022,322,18.44
-18.0,-63.125,2022,322,21.51
-18.0,-62.5,2022,322,21.77
-17.5,-63.75,2022,322,22.22
-17.5,-63.125,2022,322,22.57
-17.5,-62.5,2022,322,22.7
-17.0,-63.75,2022,322,23.77
-17.0,-63.125,2022,322,23.64
-17.0,-62.5,2022,322,23.19
-16.5,-63.75,2022,322,23.84
-16.5,-63.125,2022,322,23.85
-16.5,-62.5,2022,322,23.01
-18.5,-63.75,2022,323,18.27
-18.5,-63.125,2022,323,22.65
-18.5,-62.5,2022,323,23.61
-18.0,-63.75,2022,323,19.18
-18.0,-63.125,2022,323,22.86
-18.0,-62.5,2022,323,23.83
-17.5,-63.75,2022,323,22.8
-17.5,-63.125,2022,323,23.72
-17.5,-62.5,2022,323,23.97
-17.0,-63.75,2022,323,24.25
-17.0,-63.125,2022,323,24.3
-17.0,-62.5,2022,323,23.97
-16.5,-63.75,2022,323,24.54
-16.5,-63.125,2022,323,24.49
-16.5,-62.5,2022,323,23.75
-18.5,-63.75,2022,324,19.89
-18.5,-63.125,2022,324,24.15
-18.5,-62.5,2022,324,25.17
-18.0,-63.75,2022,324,20.68
-18.0,-63.125,2022,324,24.25
-18.0,-62.5,2022,324,25.42
-17.5,-63.75,2022,324,24.29
-17.5,-63.125,2022,324,25.14
-17.5,-62.5,2022,324,25.54
