-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
-16.5,-63.75,2022,283,0.03
-16.5,-63.125,2022,283,0.0
-16.5,-62.5,2022,283,0.0
-18.5,-63.75,2022,284,3.58
-18.5,-63.125,2022,284,5.83
-18.5,-62.5,2022,284,5.8
-18.0,-63.75,2022,284,5.61
-18.0,-63.125,2022,284,8.31
-18.0,-62.5,2022,284,8.7
-17.5,-63.75,2022,284,6.1
-17.5,-63.125,2022,284,10.32
-17.5,-62.5,2022,284,8.88
-17.0,-63.75,2022,284,6.86
-17.0,-63.125,2022,284,9.54
-17.0,-62.5,2022,284,7.01
-16.5,-63.75,2022,284,5.44
-16.5,-63.125,2022,284,5.19
-16.5,-62.5,2022,284,4.72
-18.5,-63.75,2022,285,7.04
-18.5,-63.125,2022,285,12.21
-18.5,-62.5,2022,285,13.23
-18.0,-63.75,2022,285,9.09
-18.0,-63.125,2022,285,13.58
-18.0,-62.5,2022,285,13.77
-17.5,-63.75,2022,285,11.34
-17.5,-63.125,2022,285,10.6
-17.5,-62.5,2022,285,10.61
-17.0,-63.75,2022,285,7.86
-17.0,-63.125,2022,285,6.56
-17.0,-62.5,2022,285,8.21
-16.5,-63.75,2022,285,4.76
-16.5,-63.125,2022,285,7.77
-16.5,-62.5,2022,285,8.26
-18.5,-63.75,2022,286,0.99
-18.5,-63.125,2022,286,2.23
-18.5,-62.5,2022,286,3.28
-18.0,-63.75,2022,286,2.34
-18.0,-63.125,2022,286,1.87
-18.0,-62.5,2022,286,2.9
-17.5,-63.75,2022,286,2.09
-17.5,-63.125,2022,286,1.86
-17.5,-62.5,2022,286,2.92
-17.0,-63.75,2022,286,3.95
-17.0,-63.125,2022,286,3.21
-17.0,-62.5,2022,286,3.35
-16.5,-63.75,2022,286,6.2
-16.5,-63.125,2022,286,3.28
-16.5,-62.5,2022,286,2.86
-18.5,-63.75,2022,287,1.91
-18.5,-63.125,2022,287,1.47
-18.5,-62.5,2022,287,2.32
-18.0,-63.75,2022,287,0.34
-18.0,-63.125,2022,287,1.25
-18.0,-62.5,2022,287,2.44
-17.5,-63.75,2022,287,0.13
-17.5,-63.125,2022,287,0.79
-17.5,-62.5,2022,287,2.6
-17.0,-63.75,2022,287,0.33
-17.0,-63.125,2022,287,0.83
-17.0,-62.5,2022,287,2.55
-16.5,-63.75,2022,287,0.79
-16.5,-63.125,2022,287,2.19
-16.5,-62.5,2022,287,2.86
-18.5,-63.75,2022,288,0.0
-18.5,-63.125,2022,288,0.0
-18.5,-62.5,2022,288,0.0
-18.0,-63.75,2022,288,0.0
-18.0,-63.125,2022,288,0.0
-18.0,-62.5,2022,288,0.0
-17.5,-63.75,2022,288,0.0
-17.5,-63.125,2022,288,0.0
-17.5,-62.5,2022,288,0.0
-17.0,-63.75,2022,288,0.0
-17.0,-63.125,2022,288,0.0
-17.0,-62.5,2022,288,0.0
-16.5,-63.75,2022,288,0.0
-16.5,-63.125,2022,288,0.0
-16.5,-62.5,2022,288,0.0
-18.5,-63.75,2022,289,0.04
-18.5,-63.125,2022,289,0.0
-18.5,-62.5,2022,289,0.0
-18.0,-63.75,2022,289,0.02
-18.0,-63.125,2022,289,0.01
-18.0,-62.5,2022,289,0.01
-17.5,-63.75,2022,289,0.02
-17.5,-63.125,2022,289,0.03
-17.5,-62.5,2022,289,0.02
-17.0,-63.75,2022,289,0.02
-17.0,-63.125,2022,289,0.02
-17.0,-62.5,2022,289,0.01
-16.5,-63.75,2022,289,0.01
-16.5,-63.125,2022,289,0.0
-16.5,-62.5,2022,289,0.0
-18.5,-63.75,2022,290,3.31
-18.5,-63.125,2022,290,5.05
-18.5,-62.5,2022,290,4.47
-18.0,-63.75,2022,290,0.29
-18.0,-63.125,2022,290,0.99
-18.0,-62.5,2022,290,0.88
-17.5,-63.75,2022,290,0.01
-17.5,-63.125,2022,290,0.06
-17.5,-62.5,2022,290,0.2
-17.0,-63.75,2022,290,0.01
-17.0,-63.125,2022,290,0.01
-17.0,-62.5,2022,290,0.07
-16.5,-63.75,2022,290,0.0
-16.5,-63.125,2022,290,0.0
-16.5,-62.5,2022,290,0.02
-18.5,-63.75,2022,291,1.51
-18.5,-63.125,2022,291,2.4
-18.5,-62.5,2022,291,2.78
-18.0,-63.75,2022,291,0.58
-18.0,-63.125,2022,291,1.51
-18.0,-62.5,2022,291,2.38
-17.5,-63.75,2022,291,0.8
-17.5,-63.125,2022,291,1.63
-17.5,-62.5,2022,291,2.16
-17.0,-63.75,2022,291,1.14
-17.0,-63.125,2022,291,1.73
-17.0,-62.5,2022,291,2.1
-16.5,-63.75,2022,291,1.53
-16.5,-63.125,2022,291,2.52
-16.5,-62.5,2022,291,2.65
-18.5,-63.75,2022,292,0.66
-18.5,-63.125,2022,292,1.04
-18.5,-62.5,2022,292,0.99
-18.0,-63.75,2022,292,0.56
-18.0,-63.125,2022,292,1.08
-18.0,-62.5,2022,292,1.06
-17.5,-63.75,2022,292,0.7
-17.5,-63.125,2022,292,1.25
-17.5,-62.5,2022,292,1.91
-17.0,-63.75,2022,292,0.91
-17.0,-63.125,2022,292,1.55
-17.0,-62.5,2022,292,3.14
-16.5,-63.75,2022,292,1.65
-16.5,-63.125,2022,292,3.06
-16.5,-62.5,2022,292,3.93
-18.5,-63.75,2022,293,5.06
-18.5,-63.125,2022,293,5.37
-18.5,-62.5,2022,293,6.89
-18.0,-63.75,2022,293,4.36
-18.0,-63.125,2022,293,4.05
-18.0,-62.5,2022,293,4.32
-17.5,-63.75,2022,293,2.86
-17.5,-63.125,2022,293,1.71
-17.5,-62.5,2022,293,1.56
-17.0,-63.75,2022,293,1.41
-17.0,-63.125,2022,293,0.61
-17.0,-62.5,2022,293,0.69
-16.5,-63.75,2022,293,2.53
-16.5,-63.125,2022,293,0.95
-16.5,-62.5,2022,293,1.59
-18.5,-63.75,2022,294,1.93
-18.5,-63.125,2022,294,2.88
-18.5,-62.5,2022,294,2.33
-18.0,-63.75,2022,294,4.01
-18.0,-63.125,2022,294,5.87
-18.0,-62.5,2022,294,6.91
-17.5,-63.75,2022,294,7.35
-17.5,-63.125,2022,294,10.21
-17.5,-62.5,2022,294,12.25
-17.0,-63.75,2022,294,14.63
-17.0,-63.125,2022,294,15.46
-17.0,-62.5,2022,294,15.96
-16.5,-63.75,2022,294,22.15
-16.5,-63.125,2022,294,18.16
-16.5,-62.5,2022,294,17.54
-18.5,-63.75,2022,295,0.02
-18.5,-63.125,2022,295,0.25
-18.5,-62.5,2022,295,0.23
-18.0,-63.75,2022,295,0.11
-18.0,-63.125,2022,295,0.6
-18.0,-62.5,2022,295,0.68
-17.5,-63.75,2022,295,0.51
-17.5,-63.125,2022,295,1.47
-17.5,-62.5,2022,295,1.88
-17.0,-63.75,2022,295,1.59
-17.0,-63.125,2022,295,2.78
-17.0,-62.5,2022,295,4.29
-16.5,-63.75,2022,295,5.14
-16.5,-63.125,2022,295,7.25
-16.5,-62.5,2022,295,7.57
-18.5,-63.75,2022,296,0.0
-18.5,-63.125,2022,296,0.0
-18.5,-62.5,2022,296,0.0
-18.0,-63.75,2022,296,0.01
-18.0,-63.125,2022,296,0.01
-18.0,-62.5,2022,296,0.01
-17.5,-63.75,2022,296,0.05
-17.5,-63.125,2022,296,0.06
-17.5,-62.5,2022,296,0.06
-17.0,-63.75,2022,296,0.42
-17.0,-63.125,2022,296,0.22
-17.0,-62.5,2022,296,0.26
-16.5,-63.75,2022,296,1.51
-16.5,-63.125,2022,296,0.65
-16.5,-62.5,2022,296,0.82
-18.5,-63.75,2022,297,0.0
-18.5,-63.125,2022,297,0.0
-18.5,-62.5,2022,297,0.0
-18.0,-63.75,2022,297,0.0
-18.0,-63.125,2022,297,0.0
-18.0,-62.5,2022,297,0.0
-17.5,-63.75,2022,297,0.0
-17.5,-63.125,2022,297,0.0
-17.5,-62.5,2022,297,0.0
-17.0,-63.75,2022,297,0.01
-17.0,-63.125,2022,297,0.0
-17.0,-62.5,2022,297,0.0
-16.5,-63.75,2022,297,0.13
-16.5,-63.125,2022,297,0.0
-16.5,-62.5,2022,297,0.0
-18.5,-63.75,2022,298,0.0
-18.5,-63.125,2022,298,0.0
-18.5,-62.5,2022,298,0.0
-18.0,-63.75,2022,298,0.0
-18.0,-63.125,2022,298,0.0
-18.0,-62.5,2022,298,0.0
-17.5,-63.75,2022,298,0.0
-17.5,-63.125,2022,298,0.0
-17.5,-62.5,2022,298,0.0
-17.0,-63.75,2022,298,0.08
-17.0,-63.125,2022,298,0.0
-17.0,-62.5,2022,298,0.0
-16.5,-63.75,2022,298,0.48
-16.5,-63.125,2022,298,0.0
-16.5,-62.5,2022,298,0.0
-18.5,-63.75,2022,299,2.56
-18.5,-63.125,2022,299,2.93
-18.5,-62.5,2022,299,2.73
-18.0,-63.75,2022,299,3.19
-18.0,-63.125,2022,299,3.68
-18.0,-62.5,2022,299,3.54
-17.5,-63.75,2022,299,4.33
-17.5,-63.125,2022,299,4.44
-17.5,-62.5,2022,299,3.38
-17.0,-63.75,2022,299,3.09
-17.0,-63.125,2022,299,3.11
-17.0,-62.5,2022,299,2.17
-16.5,-63.75,2022,299,1.65
-16.5,-63.125,2022,299,0.94
-16.5,-62.5,2022,299,0.84
-18.5,-63.75,2022,300,2.45
-18.5,-63.125,2022,300,5.95
-18.5,-62.5,2022,300,6.19
-18.0,-63.75,2022,300,3.49
-18.0,-63.125,2022,300,6.64
-18.0,-62.5,2022,300,7.08
-17.5,-63.75,2022,300,4.86
-17.5,-63.125,2022,300,6.3
-17.5,-62.5,2022,300,6.79
-17.0,-63.75,2022,300,8.84
-17.0,-63.125,2022,300,7.22
-17.0,-62.5,2022,300,6.42
-16.5,-63.75,2022,300,14.77
-16.5,-63.125,2022,300,6.62
-16.5,-62.5,2022,300,6.08
-18.5,-63.75,2022,301,0.0
-18.5,-63.125,2022,301,0.01
-18.5,-62.5,2022,301,0.0
-18.0,-63.75,2022,301,0.0
-18.0,-63.125,2022,301,0.03
-18.0,-62.5,2022,301,0.02
-17.5,-63.75,2022,301,0.0
-17.5,-63.125,2022,301,0.06
-17.5,-62.5,2022,301,0.09
-17.0,-63.75,2022,301,0.03
-17.0,-63.125,2022,301,0.13
-17.0,-62.5,2022,301,0.26
-16.5,-63.75,2022,301,0.36
-16.5,-63.125,2022,301,0.72
-16.5,-62.5,2022,301,1.08
-18.5,-63.75,2022,302,0.0
-18.5,-63.125,2022,302,0.0
-18.5,-62.5,2022,302,0.0
-18.0,-63.75,2022,302,0.0
-18.0,-63.125,2022,302,0.0
-18.0,-62.5,2022,302,0.0
-17.5,-63.75,2022,302,0.0
-17.5,-63.125,2022,302,0.0
-17.5,-62.5,2022,302,0.0
-17.0,-63.75,2022,302,0.0
-17.0,-63.125,2022,302,0.0
-17.0,-62.5,2022,302,0.0
-16.5,-63.75,2022,302,0.0
-16.5,-63.125,2022,302,0.0
-16.5,-62.5,2022,302,0.0
-18.5,-63.75,2022,303,0.47
-18.5,-63.125,2022,303,0.78
-18.5,-62.5,2022,303,0.61
-18.0,-63.75,2022,303,1.64
-18.0,-63.125,2022,303,1.56
-18.0,-62.5,2022,303,1.68
-17.5,-63.75,2022,303,3.98
-17.5,-63.125,2022,303,2.58
-17.5,-62.5,2022,303,2.09
-17.0,-63.75,2022,303,2.97
-17.0,-63.125,2022,303,2.17
-17.0,-62.5,2022,303,1.6
-16.5,-63.75,2022,303,2.18
-16.5,-63.125,2022,303,1.53
-16.5,-62.5,2022,303,1.45
-18.5,-63.75,2022,304,14.68
-18.5,-63.125,2022,304,22.31
-18.5,-62.5,2022,304,22.79
-18.0,-63.75,2022,304,19.27
-18.0,-63.125,2022,304,27.35
-18.0,-62.5,2022,304,28.23
-17.5,-63.75,2022,304,22.94
-17.5,-63.125,2022,304,28.72
-17.5,-62.5,2022,304,27.93
-17.0,-63.75,2022,304,23.18
-17.0,-63.125,2022,304,25.37
-17.0,-62.5,2022,304,21.8
-16.5,-63.75,2022,304,18.01
-16.5,-63.125,2022,304,14.19
-16.5,-62.5,2022,304,13.51
-18.5,-63.75,2022,305,0.06
-18.5,-63.125,2022,305,0.0
-18.5,-62.5,2022,305,0.0
-18.0,-63.75,2022,305,0.06
-18.0,-63.125,2022,305,0.01
-18.0,-62.5,2022,305,0.0
-17.5,-63.75,2022,305,0.13
-17.5,-63.125,2022,305,0.02
-17.5,-62.5,2022,305,0.0
-17.0,-63.75,2022,305,0.04
-17.0,-63.125,2022,305,0.0
-17.0,-62.5,2022,305,0.0
-16.5,-63.75,2022,305,0.01
-16.5,-63.125,2022,305,0.0
-16.5,-62.5,2022,305,0.01
-18.5,-63.75,2022,306,0.0
-18.5,-63.125,2022,306,0.0
-18.5,-62.5,2022,306,0.0
-18.0,-63.75,2022,306,0.0
-18.0,-63.125,2022,306,0.0
-18.0,-62.5,2022,306,0.0
-17.5,-63.75,2022,306,0.0
-17.5,-63.125,2022,306,0.0
-17.5,-62.5,2022,306,0.0
-17.0,-63.75,2022,306,0.0
-17.0,-63.125,2022,306,0.0
-17.0,-62.5,2022,306,0.0
-16.5,-63.75,2022,306,0.0
-16.5,-63.125,2022,306,0.0
-16.5,-62.5,2022,306,0.0
-18.5,-63.75,2022,307,0.0
-18.5,-63.125,2022,307,0.0
-18.5,-62.5,2022,307,0.0
-18.0,-63.75,2022,307,0.0
-18.0,-63.125,2022,307,0.0
-18.0,-62.5,2022,307,0.0
-17.5,-63.75,2022,307,0.0
-17.5,-63.125,2022,307,0.0
-17.5,-62.5,2022,307,0.0
-17.0,-63.75,2022,307,0.0
-17.0,-63.125,2022,307,0.0
-17.0,-62.5,2022,307,0.0
-16.5,-63.75,2022,307,0.0
-16.5,-63.125,2022,307,0.0
-16.5,-62.5,2022,307,0.0
-18.5,-63.75,2022,308,0.0
-18.5,-63.125,2022,308,0.0
-18.5,-62.5,2022,308,0.0
-18.0,-63.75,2022,308,0.0
-18.0,-63.125,2022,308,0.0
-18.0,-62.5,2022,308,0.0
-17.5,-63.75,2022,308,0.0
-17.5,-63.125,2022,308,0.0
-17.5,-62.5,2022,308,0.0
-17.0,-63.75,2022,308,0.0
-17.0,-63.125,2022,308,0.0
-17.0,-62.5,2022,308,0.0
-16.5,-63.75,2022,308,0.0
-16.5,-63.125,2022,308,0.0
-16.5,-62.5,2022,308,0.0
-18.5,-63.75,2022,309,0.0
-18.5,-63.125,2022,309,0.0
-18.5,-62.5,2022,309,0.0
-18.0,-63.75,2022,309,0.0
-18.0,-63.125,2022,309,0.0
-18.0,-62.5,2022,309,0.0
-17.5,-63.75,2022,309,0.0
-17.5,-63.125,2022,309,0.0
-17.5,-62.5,2022,309,0.0
-17.0,-63.75,2022,309,0.0
-17.0,-63.125,2022,309,0.0
-17.0,-62.5,2022,309,0.0
-16.5,-63.75,2022,309,0.0
-16.5,-63.125,2022,309,0.0
-16.5,-62.5,2022,309,0.0
-18.5,-63.75,2022,310,0.0
-18.5,-63.125,2022,310,0.0
-18.5,-62.5,2022,310,0.0
-18.0,-63.75,2022,310,0.0
-18.0,-63.125,2022,310,0.0
-18.0,-62.5,2022,310,0.0
-17.5,-63.75,2022,310,0.0
-17.5,-63.125,2022,310,0.0
-17.5,-62.5,2022,310,0.0
-17.0,-63.75,2022,310,0.0
-17.0,-63.125,2022,310,0.0
-17.0,-62.5,2022,310,0.0
-16.5,-63.75,2022,310,0.0
-16.5,-63.125,2022,310,0.0
-16.5,-62.5,2022,310,0.0
-18.5,-63.75,2022,311,0.0
-18.5,-63.125,2022,311,0.0
-18.5,-62.5,2022,311,0.0
-18.0,-63.75,2022,311,0.0
-18.0,-63.125,2022,311,0.0
-18.0,-62.5,2022,311,0.0
-17.5,-63.75,2022,311,0.0
-17.5,-63.125,2022,311,0.0
-17.5,-62.5,2022,311,0.0
-17.0,-63.75,2022,311,0.0
-17.0,-63.125,2022,311,0.0
-17.0,-62.5,2022,311,0.0
-16.5,-63.75,2022,311,0.0
-16.5,-63.125,2022,311,0.0
-16.5,-62.5,2022,311,0.0
-18.5,-63.75,2022,312,0.0
-18.5,-63.125,2022,312,0.0
-18.5,-62.5,2022,312,0.0
-18.0,-63.75,2022,312,0.0
-18.0,-63.125,2022,312,0.0
-18.0,-62.5,2022,312,0.0
-17.5,-63.75,2022,312,0.0
-17.5,-63.125,2022,312,0.0
-17.5,-62.5,2022,312,0.0
-17.0,-63.75,2022,312,0.0
-17.0,-63.125,2022,312,0.0
-17.0,-62.5,2022,312,0.0
-16.5,-63.75,2022,312,0.0
-16.5,-63.125,2022,312,0.0
-16.5,-62.5,2022,312,0.0
-18.5,-63.75,2022,313,0.0
-18.5,-63.125,2022,313,0.0
-18.5,-62.5,2022,313,0.0
-18.0,-63.75,2022,313,0.0
-18.0,-63.125,2022,313,0.0
-18.0,-62.5,2022,313,0.0
-17.5,-63.75,2022,313,0.0
-17.5,-63.125,2022,313,0.0
-17.5,-62.5,2022,313,0.0
-17.0,-63.75,2022,313,0.0
-17.0,-63.125,2022,313,0.0
-17.0,-62.5,2022,313,0.0
-16.5,-63.75,2022,313,0.0
-16.5,-63.125,2022,313,0.0
-16.5,-62.5,2022,313,0.0
-18.5,-63.75,2022,314,0.12
-18.5,-63.125,2022,314,0.27
-18.5,-62.5,2022,314,0.26
-18.0,-63.75,2022,314,0.28
-18.0,-63.125,2022,314,0.41
-18.0,-62.5,2022,314,0.43
-17.5,-63.75,2022,314,0.51
-17.5,-63.125,2022,314,0.58
-17.5,-62.5,2022,314,0.55
-17.0,-63.75,2022,314,0.79
-17.0,-63.125,2022,314,0.73
-17.0,-62.5,2022,314,0.53
-16.5,-63.75,2022,314,1.25
-16.5,-63.125,2022,314,0.52
-16.5,-62.5,2022,314,0.48
-18.5,-63.75,2022,315,0.04
-18.5,-63.125,2022,315,0.1
-18.5,-62.5,2022,315,0.08
-18.0,-63.75,2022,315,0.06
-18.0,-63.125,2022,315,0.17
-18.0,-62.5,2022,315,0.19
-17.5,-63.75,2022,315,0.19
-17.5,-63.125,2022,315,0.28
-17.5,-62.5,2022,315,0.28
-17.0,-63.75,2022,315,0.3
-17.0,-63.125,2022,315,0.27
-17.0,-62.5,2022,315,0.25
-16.5,-63.75,2022,315,0.35
-16.5,-63.125,2022,315,0.17
-16.5,-62.5,2022,315,0.18
-18.5,-63.75,2022,316,0.0
-18.5,-63.125,2022,316,0.01
-18.5,-62.5,2022,316,0.0
-18.0,-63.75,2022,316,0.01
-18.0,-63.125,2022,316,0.03
-18.0,-62.5,2022,316,0.03
-17.5,-63.75,2022,316,0.05
-17.5,-63.125,2022,316,0.07
-17.5,-62.5,2022,316,0.07
-17.0,-63.75,2022,316,0.09
-17.0,-63.125,2022,316,0.07
-17.0,-62.5,2022,316,0.05
-16.5,-63.75,2022,316,0.1
-16.5,-63.125,2022,316,0.01
-16.5,-62.5,2022,316,0.01
-18.5,-63.75,2022,317,1.0
-18.5,-63.125,2022,317,0.89
-18.5,-62.5,2022,317,0.71
-18.0,-63.75,2022,317,2.72
-18.0,-63.125,2022,317,2.34
-18.0,-62.5,2022,317,2.26
-17.5,-63.75,2022,317,5.31
-17.5,-63.125,2022,317,3.84
-17.5,-62.5,2022,317,3.32
-17.0,-63.75,2022,317,5.19
-17.0,-63.125,2022,317,4.08
-17.0,-62.5,2022,317,2.71
-16.5,-63.75,2022,317,3.32
-16.5,-63.125,2022,317,1.44
-16.5,-62.5,2022,317,1.1
-18.5,-63.75,2022,318,3.59
-18.5,-63.125,2022,318,8.14
-18.5,-62.5,2022,318,8.25
-18.0,-63.75,2022,318,4.78
-18.0,-63.125,2022,318,10.49
-18.0,-62.5,2022,318,10.81
-17.5,-63.75,2022,318,6.99
-17.5,-63.125,2022,318,13.5
-17.5,-62.5,2022,318,14.49
-17.0,-63.75,2022,318,12.68
-17.0,-63.125,2022,318,18.66
-17.0,-62.5,2022,318,20.24
-16.5,-63.75,2022,318,16.59
-16.5,-63.125,2022,318,25.01
-16.5,-62.5,2022,318,23.92
-18.5,-63.75,2022,319,0.01
-18.5,-63.125,2022,319,0.03
-18.5,-62.5,2022,319,0.02
-18.0,-63.75,2022,319,0.1
-18.0,-63.125,2022,319,0.16
-18.0,-62.5,2022,319,0.24
-17.5,-63.75,2022,319,0.51
-17.5,-63.125,2022,319,0.76
-17.5,-62.5,2022,319,0.62
-17.0,-63.75,2022,319,1.87
-17.0,-63.125,2022,319,1.5
-17.0,-62.5,2022,319,1.1
-16.5,-63.75,2022,319,6.25
-16.5,-63.125,2022,319,2.79
-16.5,-62.5,2022,319,3.21
-18.5,-63.75,2022,320,0.0
-18.5,-63.125,2022,320,0.0
-18.5,-62.5,2022,320,0.0
-18.0,-63.75,2022,320,0.0
-18.0,-63.125,2022,320,0.0
-18.0,-62.5,2022,320,0.0
-17.5,-63.75,2022,320,0.0
-17.5,-63.125,2022,320,0.0
-17.5,-62.5,2022,320,0.0
-17.0,-63.75,2022,320,0.0
-17.0,-63.125,2022,320,0.0
-17.0,-62.5,2022,320,0.0
-16.5,-63.75,2022,320,0.0
-16.5,-63.125,2022,320,0.0
-16.5,-62.5,2022,320,0.0
-18.5,-63.75,2022,321,0.0
-18.5,-63.125,2022,321,0.0
-18.5,-62.5,2022,321,0.0
-18.0,-63.75,2022,321,0.0
-18.0,-63.125,2022,321,0.0
-18.0,-62.5,2022,321,0.0
-17.5,-63.75,2022,321,0.0
-17.5,-63.125,2022,321,0.0
-17.5,-62.5,2022,321,0.0
-17.0,-63.75,2022,321,0.0
-17.0,-63.125,2022,321,0.0
-17.0,-62.5,2022,321,0.0
-16.5,-63.75,2022,321,0.0
-16.5,-63.125,2022,321,0.0
-16.5,-62.5,2022,321,0.0
-18.5,-63.75,2022,322,0.0
-18.5,-63.125,2022,322,0.0
-18.5,-62.5,2022,322,0.0
-18.0,-63.75,2022,322,0.0
-18.0,-63.125,2022,322,0.0
-18.0,-62.5,2022,322,0.0
-17.5,-63.75,2022,322,0.0
-17.5,-63.125,2022,322,0.0
-17.5,-62.5,2022,322,0.0
-17.0,-63.75,2022,322,0.0
-17.0,-63.125,2022,322,0.0
-17.0,-62.5,2022,322,0.0
-16.5,-63.75,2022,322,0.0
-16.5,-63.125,2022,322,0.0
-16.5,-62.5,2022,322,0.0
-18.5,-63.75,2022,323,0.01
-18.5,-63.125,2022,323,0.0
-18.5,-62.5,2022,323,0.0
-18.0,-63.75,2022,323,0.01
-18.0,-63.125,2022,323,0.0
-18.0,-62.5,2022,323,0.0
-17.5,-63.75,2022,323,0.01
-17.5,-63.125,2022,323,0.0
-17.5,-62.5,2022,323,0.0
-17.0,-63.75,2022,323,0.02
-17.0,-63.125,2022,323,0.0
-17.0,-62.5,2022,323,0.0
-16.5,-63.75,2022,323,0.01
-16.5,-63.125,2022,323,0.0
-16.5,-62.5,2022,323,0.0
-18.5,-63.75,2022,324,1.21
-18.5,-63.125,2022,324,0.28
-18.5,-62.5,2022,324,0.21
-18.0,-63.75,2022,324,0.47
-18.0,-63.125,2022,324,0.15
-18.0,-62.5,2022,324,0.04
-17.5,-63.75,2022,324,0.16
-17.5,-63.125,2022,324,0.02
