-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
-18.5,-63.5,2022,285,11.9
-18.5,-62.5,2022,285,8.86
-17.5,-63.5,2022,285,9.6
-17.5,-62.5,2022,285,14.97
-16.5,-63.5,2022,285,17.48
-16.5,-62.5,2022,285,16.91
-18.5,-63.5,2022,286,19.05
-18.5,-62.5,2022,286,16.52
-17.5,-63.5,2022,286,15.89
-17.5,-62.5,2022,286,17.34
-16.5,-63.5,2022,286,16.79
-16.5,-62.5,2022,286,16.57
-18.5,-63.5,2022,287,14.33
-18.5,-62.5,2022,287,13.72
-17.5,-63.5,2022,287,13.92
-17.5,-62.5,2022,287,11.21
-16.5,-63.5,2022,287,11.25
-16.5,-62.5,2022,287,10.17
-18.5,-63.5,2022,288,20.97
-18.5,-62.5,2022,288,21.57
-17.5,-63.5,2022,288,24.23
-17.5,-62.5,2022,288,20.5
-16.5,-63.5,2022,288,21.01
-16.5,-62.5,2022,288,17.73
-18.5,-63.5,2022,289,18.63
-18.5,-62.5,2022,289,20.24
-17.5,-63.5,2022,289,23.7
-17.5,-62.5,2022,289,20.73
-16.5,-63.5,2022,289,22.53
-16.5,-62.5,2022,289,19.8
-18.5,-63.5,2022,290,19.4
-18.5,-62.5,2022,290,23.3
-17.5,-63.5,2022,290,22.86
-17.5,-62.5,2022,290,25.71
-16.5,-63.5,2022,290,22.56
-16.5,-62.5,2022,290,20.7
-18.5,-63.5,2022,291,8.14
-18.5,-62.5,2022,291,7.84
-17.5,-63.5,2022,291,18.23
-17.5,-62.5,2022,291,12.86
-16.5,-63.5,2022,291,21.51
-16.5,-62.5,2022,291,15.69
-18.5,-63.5,2022,292,15.32
-18.5,-62.5,2022,292,16.5
-17.5,-63.5,2022,292,17.38
-17.5,-62.5,2022,292,23.03
-16.5,-63.5,2022,292,22.28
-16.5,-62.5,2022,292,21.85
-18.5,-63.5,2022,293,17.65
-18.5,-62.5,2022,293,16.81
-17.5,-63.5,2022,293,21.07
-17.5,-62.5,2022,293,20.85
-16.5,-63.5,2022,293,21.15
-16.5,-62.5,2022,293,17.82
-18.5,-63.5,2022,294,18.98
-18.5,-62.5,2022,294,19.68
-17.5,-63.5,2022,294,14.48
-17.5,-62.5,2022,294,15.93
-16.5,-63.5,2022,294,12.27
-16.5,-62.5,2022,294,8.48
-18.5,-63.5,2022,295,16.27
-18.5,-62.5,2022,295,18.18
-17.5,-63.5,2022,295,16.08
-17.5,-62.5,2022,295,19.04
-16.5,-63.5,2022,295,10.83
-16.5,-62.5,2022,295,10.89
-18.5,-63.5,2022,296,20.86
-18.5,-62.5,2022,296,21.72
-17.5,-63.5,2022,296,24.03
-17.5,-62.5,2022,296,22.97
-16.5,-63.5,2022,296,22.94
-16.5,-62.5,2022,296,20.29
-18.5,-63.5,2022,297,26.97
-18.5,-62.5,2022,297,27.25
-17.5,-63.5,2022,297,27.58
-17.5,-62.5,2022,297,27.65
-16.5,-63.5,2022,297,27.28
-16.5,-62.5,2022,297,27.11
-18.5,-63.5,2022,298,27.37
-18.5,-62.5,2022,298,26.25
-17.5,-63.5,2022,298,26.63
-17.5,-62.5,2022,298,26.33
-16.5,-63.5,2022,298,25.66
-16.5,-62.5,2022,298,24.26
-18.5,-63.5,2022,299,26.25
-18.5,-62.5,2022,299,26.4
-17.5,-63.5,2022,299,25.31
-17.5,-62.5,2022,299,25.98
-16.5,-63.5,2022,299,24.03
-16.5,-62.5,2022,299,24.75
-18.5,-63.5,2022,300,10.9
-18.5,-62.5,2022,300,10.91
-17.5,-63.5,2022,300,4.41
-17.5,-62.5,2022,300,6.09
-16.5,-63.5,2022,300,3.33
-16.5,-62.5,2022,300,4.37
-18.5,-63.5,2022,301,25.26
-18.5,-62.5,2022,301,25.1
-17.5,-63.5,2022,301,24.78
-17.5,-62.5,2022,301,24.72
-16.5,-63.5,2022,301,23.51
-16.5,-62.5,2022,301,24.33
-18.5,-63.5,2022,302,27.08
-18.5,-62.5,2022,302,25.77
-17.5,-63.5,2022,302,23.58
-17.5,-62.5,2022,302,25.53
-16.5,-63.5,2022,302,25.11
-16.5,-62.5,2022,302,23.93
-18.5,-63.5,2022,303,26.14
-18.5,-62.5,2022,303,22.24
-17.5,-63.5,2022,303,18.56
-17.5,-62.5,2022,303,24.13
-16.5,-63.5,2022,303,23.87
-16.5,-62.5,2022,303,21.88
-18.5,-63.5,2022,304,5.26
-18.5,-62.5,2022,304,5.33
-17.5,-63.5,2022,304,4.09
-17.5,-62.5,2022,304,4.76
-16.5,-63.5,2022,304,6.51
-16.5,-62.5,2022,304,9.6
-18.5,-63.5,2022,305,27.24
-18.5,-62.5,2022,305,25.35
-17.5,-63.5,2022,305,24.67
-17.5,-62.5,2022,305,23.52
-16.5,-63.5,2022,305,18.56
-16.5,-62.5,2022,305,23.12
-18.5,-63.5,2022,306,31.08
-18.5,-62.5,2022,306,31.27
-17.5,-63.5,2022,306,30.23
-17.5,-62.5,2022,306,29.15
-16.5,-63.5,2022,306,28.19
-16.5,-62.5,2022,306,27.88
-18.5,-63.5,2022,307,31.83
-18.5,-62.5,2022,307,31.89
-17.5,-63.5,2022,307,31.49
-17.5,-62.5,2022,307,31.52
-16.5,-63.5,2022,307,30.96
-16.5,-62.5,2022,307,30.87
-18.5,-63.5,2022,308,31.39
-18.5,-62.5,2022,308,30.9
-17.5,-63.5,2022,308,30.75
-17.5,-62.5,2022,308,30.5
-16.5,-63.5,2022,308,30.42
-16.5,-62.5,2022,308,29.98
-18.5,-63.5,2022,309,30.21
-18.5,-62.5,2022,309,30.48
-17.5,-63.5,2022,309,29.79
-17.5,-62.5,2022,309,30.13
-16.5,-63.5,2022,309,29.62
-16.5,-62.5,2022,309,29.69
-18.5,-63.5,2022,310,29.57
-18.5,-62.5,2022,310,29.42
-17.5,-63.5,2022,310,29.38
-17.5,-62.5,2022,310,29.63
-16.5,-63.5,2022,310,28.91
-16.5,-62.5,2022,310,29.28
-18.5,-63.5,2022,311,27.24
-18.5,-62.5,2022,311,28.49
-17.5,-63.5,2022,311,28.53
-17.5,-62.5,2022,311,28.5
-16.5,-63.5,2022,311,27.91
-16.5,-62.5,2022,311,27.58
-18.5,-63.5,2022,312,25.68
-18.5,-62.5,2022,312,26.87
-17.5,-63.5,2022,312,27.76
-17.5,-62.5,2022,312,27.24
-16.5,-63.5,2022,312,26.68
-16.5,-62.5,2022,312,25.91
-18.5,-63.5,2022,313,26.8
-18.5,-62.5,2022,313,24.13
-17.5,-63.5,2022,313,26.37
-17.5,-62.5,2022,313,24.72
-16.5,-63.5,2022,313,25.26
-16.5,-62.5,2022,313,24.9
-18.5,-63.5,2022,314,22.38
-18.5,-62.5,2022,314,18.71
-17.5,-63.5,2022,314,20.08
-17.5,-62.5,2022,314,19.8
-16.5,-63.5,2022,314,16.94
-16.5,-62.5,2022,314,18.86
-18.5,-63.5,2022,315,27.75
-18.5,-62.5,2022,315,26.41
-17.5,-63.5,2022,315,26.79
-17.5,-62.5,2022,315,25.6
-16.5,-63.5,2022,315,24.1
-16.5,-62.5,2022,315,22.51
-18.5,-63.5,2022,316,24.23
-18.5,-62.5,2022,316,19.58
-17.5,-63.5,2022,316,14.19
-17.5,-62.5,2022,316,14.19
-16.5,-63.5,2022,316,18.44
-16.5,-62.5,2022,316,19.01
-18.5,-63.5,2022,317,26.75
-18.5,-62.5,2022,317,23.69
-17.5,-63.5,2022,317,21.12
-17.5,-62.5,2022,317,21.29
-16.5,-63.5,2022,317,21.2
-16.5,-62.5,2022,317,21.89
-18.5,-63.5,2022,318,10.06
-18.5,-62.5,2022,318,12.79
-17.5,-63.5,2022,318,10.69
-17.5,-62.5,2022,318,6.46
-16.5,-63.5,2022,318,6.5
-16.5,-62.5,2022,318,5.4
-18.5,-63.5,2022,319,17.47
-18.5,-62.5,2022,319,21.12
-17.5,-63.5,2022,319,23.19
-17.5,-62.5,2022,319,24.82
-16.5,-63.5,2022,319,23.67
-16.5,-62.5,2022,319,24.45
-18.5,-63.5,2022,320,26.44
-18.5,-62.5,2022,320,27.54
-17.5,-63.5,2022,320,28.86
-17.5,-62.5,2022,320,29.42
-16.5,-63.5,2022,320,28.9
-16.5,-62.5,2022,320,29.02
-18.5,-63.5,2022,321,30.48
-18.5,-62.5,2022,321,30.63
-17.5,-63.5,2022,321,30.16
-17.5,-62.5,2022,321,30.36
-16.5,-63.5,2022,321,29.08
-16.5,-62.5,2022,321,29.4
-18.5,-63.5,2022,322,30.15
-18.5,-62.5,2022,322,30.18
-17.5,-63.5,2022,322,29.76
-17.5,-62.5,2022,322,29.55
-16.5,-63.5,2022,322,29.02
-16.5,-62.5,2022,322,28.16
-18.5,-63.5,2022,323,26.86
-18.5,-62.5,2022,323,28.22
-17.5,-63.5,2022,323,25.52
-17.5,-62.5,2022,323,28.05
-16.5,-63.5,2022,323,27.48
-16.5,-62.5,2022,323,27.17
-18.5,-63.5,2022,324,21.67
-18.5,-62.5,2022,324,23.86
-17.5,-63.5,2022,324,20.98
-17.5,-62.5,2022,324,25.3
-16.5,-63.5,2022,324,24.09
-16.5,-62.5,2022,324,25.12
-18.5,-63.5,2022,325,16.81
-18.5,-62.5,2022,325,17.37
-17.5,-63.5,2022,325,15.72
-17.5,-62.5,2022,325,14.92
-16.5,-63.5,2022,325,11.36
-16.5,-62.5,2022,325,12.57
-18.5,-63.5,2022,326,18.89
-18.5,-62.5,2022,326,26.28
-17.5,-63.5,2022,326,24.15
-17.5,-62.5,2022,326,25.26
-16.5,-63.5,2022,326,21.64
-16.5,-62.5,2022,326,19.69
-18.5,-63.5,2022,327,27.43
-18.5,-62.5,2022,327,28.65
-17.5,-63.5,2022,327,28.26
-17.5,-62.5,2022,327,28.5
-16.5,-63.5,2022,327,26.1
-16.5,-62.5,2022,327,24.19
-18.5,-63.5,2022,328,30.36
-18.5,-62.5,2022,328,29.74
-17.5,-63.5,2022,328,27.77
-17.5,-62.5,2022,328,28.23
-16.5,-63.5,2022,328,28.12
-16.5,-62.5,2022,328,27.23
-18.5,-63.5,2022,329,30.4
-18.5,-62.5,2022,329,29.32
-17.5,-63.5,2022,329,30.67
-17.5,-62.5,2022,329,30.55
-16.5,-63.5,2022,329,29.82
-16.5,-62.5,2022,329,30.02
-18.5,-63.5,2022,330,31.4
-18.5,-62.5,2022,330,31.03
-17.5,-63.5,2022,330,30.86
-17.5,-62.5,2022,330,30.58
-16.5,-63.5,2022,330,30.27
-16.5,-62.5,2022,330,30.17
-18.5,-63.5,2022,331,30.61
-18.5,-62.5,2022,331,29.66
-17.5,-63.5,2022,331,30.46
-17.5,-62.5,2022,331,28.74
-16.5,-63.5,2022,331,29.52
-16.5,-62.5,2022,331,28.33
-18.5,-63.5,2022,332,30.71
-18.5,-62.5,2022,332,29.94
-17.5,-63.5,2022,332,30.4
-17.5,-62.5,2022,332,29.95
-16.5,-63.5,2022,332,29.78
-16.5,-62.5,2022,332,29.11
-18.5,-63.5,2022,333,25.96
-18.5,-62.5,2022,333,26.57
-17.5,-63.5,2022,333,27.97
-17.5,-62.5,2022,333,28.4
-16.5,-63.5,2022,333,27.15
-16.5,-62.5,2022,333,26.89
-18.5,-63.5,2022,334,24.44
-18.5,-62.5,2022,334,25.18
-17.5,-63.5,2022,334,16.15
-17.5,-62.5,2022,334,10.87
-16.5,-63.5,2022,334,11.57
-16.5,-62.5,2022,334,7.27
-18.5,-63.5,2022,335,19.41
-18.5,-62.5,2022,335,19.12
-17.5,-63.5,2022,335,20.95
-17.5,-62.5,2022,335,18.67
-16.5,-63.5,2022,335,22.24
-16.5,-62.5,2022,335,20.25
-18.5,-63.5,2022,336,15.32
-18.5,-62.5,2022,336,19.24
-17.5,-63.5,2022,336,24.02
-17.5,-62.5,2022,336,21.82
-16.5,-63.5,2022,336,20.04
-16.5,-62.5,2022,336,16.19
-18.5,-63.5,2022,337,25.87
-18.5,-62.5,2022,337,24.33
-17.5,-63.5,2022,337,28.36
-17.5,-62.5,2022,337,26.44
-16.5,-63.5,2022,337,26.75
-16.5,-62.5,2022,337,24.45
-18.5,-63.5,2022,338,26.65
-18.5,-62.5,2022,338,24.17
-17.5,-63.5,2022,338,28.6
-17.5,-62.5,2022,338,26.66
-16.5,-63.5,2022,338,27.63
-16.5,-62.5,2022,338,24.67
-18.5,-63.5,2022,339,26.61
-18.5,-62.5,2022,339,25.23
-17.5,-63.5,2022,339,26.75
-17.5,-62.5,2022,339,27.05
-16.5,-63.5,2022,339,21.3
-16.5,-62.5,2022,339,23.88
-18.5,-63.5,2022,340,19.73
-18.5,-62.5,2022,340,21.47
-17.5,-63.5,2022,340,19.83
-17.5,-62.5,2022,340,20.06
-16.5,-63.5,2022,340,17.51
-16.5,-62.5,2022,340,15.84
-18.5,-63.5,2022,341,21.36
-18.5,-62.5,2022,341,25.08
-17.5,-63.5,2022,341,25.42
-17.5,-62.5,2022,341,25.48
-16.5,-63.5,2022,341,21.96
-16.5,-62.5,2022,341,22.05
-18.5,-63.5,2022,342,28.87
-18.5,-62.5,2022,342,28.51
-17.5,-63.5,2022,342,26.12
-17.5,-62.5,2022,342,27.92
-16.5,-63.5,2022,342,24.19
-16.5,-62.5,2022,342,25.98
-18.5,-63.5,2022,343,27.6
-18.5,-62.5,2022,343,26.68
-17.5,-63.5,2022,343,24.66
-17.5,-62.5,2022,343,24.43
-16.5,-63.5,2022,343,22.58
-16.5,-62.5,2022,343,23.32
-18.5,-63.5,2022,344,25.2
-18.5,-62.5,2022,344,24.21
-17.5,-63.5,2022,344,21.7
-17.5,-62.5,2022,344,21.3
-16.5,-63.5,2022,344,20.75
-16.5,-62.5,2022,344,20.08
-18.5,-63.5,2022,345,10.96
-18.5,-62.5,2022,345,9.97
-17.5,-63.5,2022,345,7.2
-17.5,-62.5,2022,345,6.05
-16.5,-63.5,2022,345,5.31
-16.5,-62.5,2022,345,5.5
-18.5,-63.5,2022,346,24.36
-18.5,-62.5,2022,346,23.82
-17.5,-63.5,2022,346,18.88
-17.5,-62.5,2022,346,18.79
-16.5,-63.5,2022,346,16.32
-16.5,-62.5,2022,346,18.91
-18.5,-63.5,2022,347,9.1
-18.5,-62.5,2022,347,13.97
-17.5,-63.5,2022,347,18.31
-17.5,-62.5,2022,347,20.77
-16.5,-63.5,2022,347,24.52
-16.5,-62.5,2022,347,23.41
-18.5,-63.5,2022,348,23.0
-18.5,-62.5,2022,348,21.02
-17.5,-63.5,2022,348,21.2
-17.5,-62.5,2022,348,19.56
-16.5,-63.5,2022,348,17.96
-16.5,-62.5,2022,348,15.87
-18.5,-63.5,2022,349,27.1
-18.5,-62.5,2022,349,24.39
-17.5,-63.5,2022,349,23.0
-17.5,-62.5,2022,349,24.28
-16.5,-63.5,2022,349,21.77
-16.5,-62.5,2022,349,21.66
-18.5,-63.5,2022,350,21.23
-18.5,-62.5,2022,350,19.77
-17.5,-63.5,2022,350,24.73
-17.5,-62.5,2022,350,21.25
-16.5,-63.5,2022,350,21.52
-16.5,-62.5,2022,350,19.33
-18.5,-63.5,2022,351,21.3
-18.5,-62.5,2022,351,23.81
-17.5,-63.5,2022,351,25.36
-17.5,-62.5,2022,351,26.29
-16.5,-63.5,2022,351,26.09
-16.5,-62.5,2022,351,24.03
-18.5,-63.5,2022,352,9.92
-18.5,-62.5,2022,352,8.65
-17.5,-63.5,2022,352,12.82
-17.5,-62.5,2022,352,12.85
-16.5,-63.5,2022,352,16.64
-16.5,-62.5,2022,352,16.0
-18.5,-63.5,2022,353,19.38
-18.5,-62.5,2022,353,20.43
-17.5,-63.5,2022,353,13.67
-17.5,-62.5,2022,353,12.48
-16.5,-63.5,2022,353,7.09
-16.5,-62.5,2022,353,4.85
-18.5,-63.5,2022,354,24.82
-18.5,-62.5,2022,354,23.88
-17.5,-63.5,2022,354,26.33
-17.5,-62.5,2022,354,26.23
-16.5,-63.5,2022,354,25.23
-16.5,-62.5,2022,354,22.53
-18.5,-63.5,2022,355,28.22
-18.5,-62.5,2022,355,25.86
-17.5,-63.5,2022,355,28.19
-17.5,-62.5,2022,355,27.49
-16.5,-63.5,2022,355,27.9
-16.5,-62.5,2022,355,25.43
-18.5,-63.5,2022,356,27.25
-18.5,-62.5,2022,356,26.57
-17.5,-63.5,2022,356,28.54
-17.5,-62.5,2022,356,28.27
-16.5,-63.5,2022,356,25.59
-16.5,-62.5,2022,356,24.53
-18.5,-63.5,2022,357,28.61
-18.5,-62.5,2022,357,28.17
-17.5,-63.5,2022,357,27.43
-17.5,-62.5,2022,357,28.55
-16.5,-63.5,2022,357,26.03
-16.5,-62.5,2022,357,27.06
-18.5,-63.5,2022,358,10.19
-18.5,-62.5,2022,358,8.96
-17.5,-63.5,2022,358,6.98
-17.5,-62.5,2022,358,4.0
-16.5,-63.5,2022,358,8.14
-16.5,-62.5,2022,358,4.68
-18.5,-63.5,2022,359,15.87
-18.5,-62.5,2022,359,20.74
-17.5,-63.5,2022,359,21.61
-17.5,-62.5,2022,359,18.18
-16.5,-63.5,2022,359,18.23
-16.5,-62.5,2022,359,16.26
-18.5,-63.5,2022,360,21.93
-18.5,-62.5,2022,360,24.95
-17.5,-63.5,2022,360,25.76
-17.5,-62.5,2022,360,26.44
-16.5,-63.5,2022,360,25.18
-16.5,-62.5,2022,360,22.98
-18.5,-63.5,2022,361,25.51
-18.5,-62.5,2022,361,26.86
-17.5,-63.5,2022,361,27.06
-17.5,-62.5,2022,361,27.07
-16.5,-63.5,2022,361,25.38
-16.5,-62.5,2022,361,26.43
-18.5,-63.5,2022,362,14.93
-18.5,-62.5,2022,362,14.4
-17.5,-63.5,2022,362,17.78
-17.5,-62.5,2022,362,12.0
-16.5,-63.5,2022,362,16.65
-16.5,-62.5,2022,362,16.96
-18.5,-63.5,2022,363,7.32
-18.5,-62.5,2022,363,11.83
-17.5,-63.5,2022,363,14.75
-17.5,-62.5,2022,363,16.16
-16.5,-63.5,2022,363,11.03
-16.5,-62.5,2022,363,8.86
-18.5,-63.5,2022,364,27.89
-18.5,-62.5,2022,364,28.62
-17.5,-63.5,2022,364,28.09
-17.5,-62.5,2022,364,28.18
-16.5,-63.5,2022,364,25.19
-16.5,-62.5,2022,364,22.07
-18.5,-63.5,2022,365,25.03
-18.5,-62.5,2022,365,23.53
-17.5,-63.5,2022,365,23.09
-17.5,-62.5,2022,365,19.52
-16.5,-63.5,2022,365,15.23
-16.5,-62.5,2022,365,14.44
-18.5,-63.5,2023,1,26.11
-18.5,-62.5,2023,1,20.72
-17.5,-63.5,2023,1,21.11
-17.5,-62.5,2023,1,22.97
-16.5,-63.5,2023,1,23.36
-16.5,-62.5,2023,1,24.81
-18.5,-63.5,2023,2,8.53
-18.5,-62.5,2023,2,13.83
-17.5,-63.5,2023,2,15.1
-17.5,-62.5,2023,2,19.36
-16.5,-63.5,2023,2,18.34
-16.5,-62.5,2023,2,18.33
-18.5,-63.5,2023,3,10.84
-18.5,-62.5,2023,3,12.11
-17.5,-63.5,2023,3,7.87
-17.5,-62.5,2023,3,9.61
-16.5,-63.5,2023,3,10.63
-16.5,-62.5,2023,3,12.87
-18.5,-63.5,2023,4,8.93
-18.5,-62.5,2023,4,8.89
-17.5,-63.5,2023,4,5.2
-17.5,-62.5,2023,4,5.9
-16.5,-63.5,2023,4,3.6
-16.5,-62.5,2023,4,6.02
-18.5,-63.5,2023,5,29.88
-18.5,-62.5,2023,5,28.43
-17.5,-63.5,2023,5,29.36
-17.5,-62.5,2023,5,29.44
-16.5,-63.5,2023,5,27.65
-16.5,-62.5,2023,5,29.27
-18.5,-63.5,2023,6,30.4
-18.5,-62.5,2023,6,29.84
-17.5,-63.5,2023,6,29.9
-17.5,-62.5,2023,6,30.07
-16.5,-63.5,2023,6,29.69
-16.5,-62.5,2023,6,29.22
-18.5,-63.5,2023,7,29.38
-18.5,-62.5,2023,7,29.04
-17.5,-63.5,2023,7,28.91
-17.5,-62.5,2023,7,29.23
-16.5,-63.5,2023,7,29.27
-16.5,-62.5,2023,7,29.41
-18.5,-63.5,2023,8,19.95
-18.5,-62.5,2023,8,24.77
-17.5,-63.5,2023,8,22.82
-17.5,-62.5,2023,8,25.11
-16.5,-63.5,2023,8,25.96
-16.5,-62.5,2023,8,26.18
-18.5,-63.5,2023,9,17.87
-18.5,-62.5,2023,9,18.12
-17.5,-63.5,2023,9,12.61
-17.5,-62.5,2023,9,15.63
-16.5,-63.5,2023,9,9.68
-16.5,-62.5,2023,9,9.31
-18.5,-63.5,2023,10,22.24
-18.5,-62.5,2023,10,24.69
-17.5,-63.5,2023,10,21.3
-17.5,-62.5,2023,10,23.66
-16.5,-63.5,2023,10,20.09
-16.5,-62.5,2023,10,23.03
-18.5,-63.5,2023,11,26.56
-18.5,-62.5,2023,11,25.06
-17.5,-63.5,2023,11,23.46
-17.5,-62.5,2023,11,26.45
-16.5,-63.5,2023,11,24.52
-16.5,-62.5,2023,11,23.91
-18.5,-63.5,2023,12,24.35
-18.5,-62.5,2023,12,14.06
-17.5,-63.5,2023,12,11.73
-17.5,-62.5,2023,12,10.55
-16.5,-63.5,2023,12,10.93
-16.5,-62.5,2023,12,10.73
-18.5,-63.5,2023,13,13.55
-18.5,-62.5,2023,13,12.38
-17.5,-63.5,2023,13,15.09
-17.5,-62.5,2023,13,17.31
-16.5,-63.5,2023,13,19.95
-16.5,-62.5,2023,13,18.04
-18.5,-63.5,2023,14,13.99
-18.5,-62.5,2023,14,16.84
-17.5,-63.5,2023,14,8.14
-17.5,-62.5,2023,14,10.85
-16.5,-63.5,2023,14,6.23
-16.5,-62.5,2023,14,8.79
-18.5,-63.5,2023,15,28.14
-18.5,-62.5,2023,15,26.39
-17.5,-63.5,2023,15,28.65
-17.5,-62.5,2023,15,26.02
-16.5,-63.5,2023,15,25.03
-16.5,-62.5,2023,15,25.9
-18.5,-63.5,2023,16,29.5
-18.5,-62.5,2023,16,28.59
-17.5,-63.5,2023,16,28.05
-17.5,-62.5,2023,16,26.94
-16.5,-63.5,2023,16,25.01
-16.5,-62.5,2023,16,24.39
-18.5,-63.5,2023,17,26.22
-18.5,-62.5,2023,17,21.88
-17.5,-63.5,2023,17,21.54
-17.5,-62.5,2023,17,15.93
-16.5,-63.5,2023,17,18.56
-16.5,-62.5,2023,17,11.73
-18.5,-63.5,2023,18,25.61
-18.5,-62.5,2023,18,23.0
-17.5,-63.5,2023,18,24.12
-17.5,-62.5,2023,18,23.12
-16.5,-63.5,2023,18,22.87
-16.5,-62.5,2023,18,22.27
-18.5,-63.5,2023,19,24.69
-18.5,-62.5,2023,19,27.91
-17.5,-63.5,2023,19,25.98
-17.5,-62.5,2023,19,27.65
-16.5,-63.5,2023,19,25.67
-16.5,-62.5,2023,19,24.98
-18.5,-63.5,2023,20,29.97
-18.5,-62.5,2023,20,29.68
-17.5,-63.5,2023,20,28.28
-17.5,-62.5,2023,20,28.98
-16.5,-63.5,2023,20,28.52
-16.5,-62.5,2023,20,28.34
-18.5,-63.5,2023,21,29.17
-18.5,-62.5,2023,21,27.45
-17.5,-63.5,2023,21,24.24
-17.5,-62.5,2023,21,25.56
-16.5,-63.5,2023,21,27.28
-16.5,-62.5,2023,21,27.3
-18.5,-63.5,2023,22,27.82
-18.5,-62.5,2023,22,26.84
-17.5,-63.5,2023,22,22.56
-17.5,-62.5,2023,22,24.94
-16.5,-63.5,2023,22,26.09
-16.5,-62.5,2023,22,26.47
-18.5,-63.5,2023,23,18.77
-18.5,-62.5,2023,23,22.09
-17.5,-63.5,2023,23,22.45
-17.5,-62.5,2023,23,23.98
-16.5,-63.5,2023,23,24.34
-16.5,-62.5,2023,23,24.36
-18.5,-63.5,2023,24,23.0
-18.5,-62.5,2023,24,18.93
-17.5,-63.5,2023,24,13.23
-17.5,-62.5,2023,24,15.05
-16.5,-63.5,2023,24,15.39
-16.5,-62.5,2023,24,15.86
-18.5,-63.5,2023,25,23.22
-18.5,-62.5,2023,25,21.19
-17.5,-63.5,2023,25,21.0
-17.5,-62.5,2023,25,23.38
-16.5,-63.5,2023,25,23.3
-16.5,-62.5,2023,25,23.71
-18.5,-63.5,2023,26,22.22
-18.5,-62.5,2023,26,21.65
-17.5,-63.5,2023,26,18.41
-17.5,-62.5,2023,26,17.5
-16.5,-63.5,2023,26,16.74
-16.5,-62.5,2023,26,11.42
-18.5,-63.5,2023,27,23.42
-18.5,-62.5,2023,27,18.96
-17.5,-63.5,2023,27,14.31
-17.5,-62.5,2023,27,16.44
-16.5,-63.5,2023,27,16.2
-16.5,-62.5,2023,27,14.65
-18.5,-63.5,2023,28,23.91
-18.5,-62.5,2023,28,21.0
-17.5,-63.5,2023,28,20.69
-17.5,-62.5,2023,28,20.09
-16.5,-63.5,2023,28,17.57
-16.5,-62.5,2023,28,17.19
-18.5,-63.5,2023,29,14.85
-18.5,-62.5,2023,29,17.68
-17.5,-63.5,2023,29,12.9
-17.5,-62.5,2023,29,13.32
-16.5,-63.5,2023,29,2.38
-16.5,-62.5,2023,29,7.01
-18.5,-63.5,2023,30,22.14
-18.5,-62.5,2023,30,22.27
