-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2023 through 10/03/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,CLRSKY_SFC_SW_DWN
-18.5,-62.5,2023,364,28.42
-17.5,-63.5,2023,364,28.23
-17.5,-62.5,2023,364,28.07
-16.5,-63.5,2023,364,27.31
-16.5,-62.5,2023,364,28.01
-18.5,-63.5,2023,365,29.02
-18.5,-62.5,2023,365,28.43
-17.5,-63.5,2023,365,28.34
-17.5,-62.5,2023,365,28.08
-16.5,-63.5,2023,365,28.02
-16.5,-62.5,2023,365,28.22
-18.5,-63.5,2024,1,29.63
-18.5,-62.5,2024,1,29.04
-17.5,-63.5,2024,1,28.88
-17.5,-62.5,2024,1,28.59
-16.5,-63.5,2024,1,28.46
-16.5,-62.5,2024,1,28.77
-18.5,-63.5,2024,2,29.41
-18.5,-62.5,2024,2,28.64
-17.5,-63.5,2024,2,28.74
-17.5,-62.5,2024,2,28.34
-16.5,-63.5,2024,2,28.45
-16.5,-62.5,2024,2,28.81
-18.5,-63.5,2024,3,28.68
-18.5,-62.5,2024,3,28.09
-17.5,-63.5,2024,3,28.0
-17.5,-62.5,2024,3,27.68
-16.5,-63.5,2024,3,27.42
-16.5,-62.5,2024,3,27.79
-18.5,-63.5,2024,4,29.91
-18.5,-62.5,2024,4,29.18
-17.5,-63.5,2024,4,29.14
-17.5,-62.5,2024,4,28.64
-16.5,-63.5,2024,4,28.04
-16.5,-62.5,2024,4,27.76
-18.5,-63.5,2024,5,30.5
-18.5,-62.5,2024,5,29.86
-17.5,-63.5,2024,5,29.54
-17.5,-62.5,2024,5,29.1
-16.5,-63.5,2024,5,28.13
-16.5,-62.5,2024,5,28.28
-18.5,-63.5,2024,6,30.64
-18.5,-62.5,2024,6,29.79
-17.5,-63.5,2024,6,29.74
-17.5,-62.5,2024,6,29.25
-16.5,-63.5,2024,6,29.05
-16.5,-62.5,2024,6,29.22
-18.5,-63.5,2024,7,30.99
-18.5,-62.5,2024,7,30.31
-17.5,-63.5,2024,7,30.1
-17.5,-62.5,2024,7,29.64
-16.5,-63.5,2024,7,29.17
-16.5,-62.5,2024,7,29.45
-18.5,-63.5,2024,8,30.46
-18.5,-62.5,2024,8,29.95
-17.5,-63.5,2024,8,29.87
-17.5,-62.5,2024,8,29.37
-16.5,-63.5,2024,8,28.97
-16.5,-62.5,2024,8,29.01
-18.5,-63.5,2024,9,30.39
-18.5,-62.5,2024,9,29.72
-17.5,-63.5,2024,9,29.62
-17.5,-62.5,2024,9,29.14
-16.5,-63.5,2024,9,28.75
-16.5,-62.5,2024,9,28.95
-18.5,-63.5,2024,10,30.05
-18.5,-62.5,2024,10,29.01
-17.5,-63.5,2024,10,29.15
-17.5,-62.5,2024,10,28.59
-16.5,-63.5,2024,10,28.55
-16.5,-62.5,2024,10,28.14
-18.5,-63.5,2024,11,29.58
-18.5,-62.5,2024,11,28.67
-17.5,-63.5,2024,11,28.81
-17.5,-62.5,2024,11,28.27
-16.5,-63.5,2024,11,27.95
-16.5,-62.5,2024,11,28.01
-18.5,-63.5,2024,12,28.23
-18.5,-62.5,2024,12,27.65
-17.5,-63.5,2024,12,27.48
-17.5,-62.5,2024,12,27.26
-16.5,-63.5,2024,12,27.46
-16.5,-62.5,2024,12,27.58
-18.5,-63.5,2024,13,29.26
-18.5,-62.5,2024,13,28.31
-17.5,-63.5,2024,13,28.4
-17.5,-62.5,2024,13,27.89
-16.5,-63.5,2024,13,27.83
-16.5,-62.5,2024,13,28.46
-18.5,-63.5,2024,14,29.4
-18.5,-62.5,2024,14,28.28
-17.5,-63.5,2024,14,28.84
-17.5,-62.5,2024,14,27.94
-16.5,-63.5,2024,14,27.86
-16.5,-62.5,2024,14,28.4
-18.5,-63.5,2024,15,29.65
-18.5,-62.5,2024,15,28.56
-17.5,-63.5,2024,15,28.91
-17.5,-62.5,2024,15,28.22
-16.5,-63.5,2024,15,28.03
