-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2023 through 10/03/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
-18.0,-62.5,2023,283,37.57
-17.5,-63.75,2023,283,36.46
-17.5,-63.125,2023,283,38.02
-17.5,-62.5,2023,283,38.11
-17.0,-63.75,2023,283,38.13
-17.0,-63.125,2023,283,38.44
-17.0,-62.5,2023,283,38.52
-16.5,-63.75,2023,283,38.4
-16.5,-63.125,2023,283,38.19
-16.5,-62.5,2023,283,38.34
-18.5,-63.75,2023,284,33.78
-18.5,-63.125,2023,284,39.83
-18.5,-62.5,2023,284,39.48
-18.0,-63.75,2023,284,33.04
-18.0,-63.125,2023,284,38.65
-18.0,-62.5,2023,284,39.02
-17.5,-63.75,2023,284,38.3
-17.5,-63.125,2023,284,39.77
-17.5,-62.5,2023,284,39.29
-17.0,-63.75,2023,284,39.82
-17.0,-63.125,2023,284,40.07
-17.0,-62.5,2023,284,39.52
-16.5,-63.75,2023,284,39.96
-16.5,-63.125,2023,284,39.57
-16.5,-62.5,2023,284,39.32
-18.5,-63.75,2023,285,26.75
-18.5,-63.125,2023,285,31.98
-18.5,-62.5,2023,285,32.66
-18.0,-63.75,2023,285,28.03
-18.0,-63.125,2023,285,31.79
-18.0,-62.5,2023,285,32.16
-17.5,-63.75,2023,285,33.51
-17.5,-63.125,2023,285,33.15
-17.5,-62.5,2023,285,32.6
-17.0,-63.75,2023,285,35.41
-17.0,-63.125,2023,285,34.69
-17.0,-62.5,2023,285,34.02
-16.5,-63.75,2023,285,36.04
-16.5,-63.125,2023,285,35.79
-16.5,-62.5,2023,285,34.1
-18.5,-63.75,2023,286,25.66
-18.5,-63.125,2023,286,30.99
-18.5,-62.5,2023,286,30.41
-18.0,-63.75,2023,286,26.18
-18.0,-63.125,2023,286,30.08
-18.0,-62.5,2023,286,29.9
-17.5,-63.75,2023,286,30.6
-17.5,-63.125,2023,286,31.08
-17.5,-62.5,2023,286,30.33
-17.0,-63.75,2023,286,32.88
-17.0,-63.125,2023,286,32.43
-17.0,-62.5,2023,286,31.8
-16.5,-63.75,2023,286,34.22
-16.5,-63.125,2023,286,33.46
-16.5,-62.5,2023,286,33.02
-18.5,-63.75,2023,287,30.5
-18.5,-63.125,2023,287,36.51
-18.5,-62.5,2023,287,36.57
-18.0,-63.75,2023,287,30.28
-18.0,-63.125,2023,287,36.0
-18.0,-62.5,2023,287,36.39
-17.5,-63.75,2023,287,35.43
-17.5,-63.125,2023,287,37.26
-17.5,-62.5,2023,287,37.34
-17.0,-63.75,2023,287,37.67
-17.0,-63.125,2023,287,38.06
-17.0,-62.5,2023,287,38.14
-16.5,-63.75,2023,287,38.32
-16.5,-63.125,2023,287,38.32
-16.5,-62.5,2023,287,38.03
-18.5,-63.75,2023,288,32.06
-18.5,-63.125,2023,288,39.37
-18.5,-62.5,2023,288,39.93
-18.0,-63.75,2023,288,32.75
-18.0,-63.125,2023,288,38.86
-18.0,-62.5,2023,288,39.64
-17.5,-63.75,2023,288,38.17
-17.5,-63.125,2023,288,40.22
-17.5,-62.5,2023,288,39.97
-17.0,-63.75,2023,288,40.28
-17.0,-63.125,2023,288,40.65
-17.0,-62.5,2023,288,40.23
-16.5,-63.75,2023,288,40.54
-16.5,-63.125,2023,288,40.29
-16.5,-62.5,2023,288,39.76
-18.5,-63.75,2023,289,32.4
-18.5,-63.125,2023,289,39.05
-18.5,-62.5,2023,289,39.79
-18.0,-63.75,2023,289,32.73
-18.0,-63.125,2023,289,38.37
-18.0,-62.5,2023,289,39.78
-17.5,-63.75,2023,289,37.8
-17.5,-63.125,2023,289,39.83
-17.5,-62.5,2023,289,40.26
-17.0,-63.75,2023,289,39.87
-17.0,-63.125,2023,289,40.44
-17.0,-62.5,2023,289,40.59
-16.5,-63.75,2023,289,39.94
-16.5,-63.125,2023,289,40.09
-16.5,-62.5,2023,289,40.32
-18.5,-63.75,2023,290,31.35
-18.5,-63.125,2023,290,39.11
-18.5,-62.5,2023,290,39.82
-18.0,-63.75,2023,290,32.37
-18.0,-63.125,2023,290,38.52
-18.0,-62.5,2023,290,39.69
-17.5,-63.75,2023,290,37.96
-17.5,-63.125,2023,290,39.74
-17.5,-62.5,2023,290,39.91
-17.0,-63.75,2023,290,40.04
-17.0,-63.125,2023,290,40.21
-17.0,-62.5,2023,290,40.07
-16.5,-63.75,2023,290,40.06
-16.5,-63.125,2023,290,39.7
-16.5,-62.5,2023,290,39.62
-18.5,-63.75,2023,291,28.2
-18.5,-63.125,2023,291,36.32
-18.5,-62.5,2023,291,38.19
-18.0,-63.75,2023,291,29.63
-18.0,-63.125,2023,291,36.02
-18.0,-62.5,2023,291,37.83
-17.5,-63.75,2023,291,36.17
-17.5,-63.125,2023,291,38.1
-17.5,-62.5,2023,291,38.6
-17.0,-63.75,2023,291,39.19
-17.0,-63.125,2023,291,39.44
-17.0,-62.5,2023,291,38.88
-16.5,-63.75,2023,291,39.86
-16.5,-63.125,2023,291,39.22
-16.5,-62.5,2023,291,38.15
-18.5,-63.75,2023,292,30.28
-18.5,-63.125,2023,292,39.5
-18.5,-62.5,2023,292,41.09
-18.0,-63.75,2023,292,31.93
-18.0,-63.125,2023,292,39.37
-18.0,-62.5,2023,292,41.23
-17.5,-63.75,2023,292,38.78
-17.5,-63.125,2023,292,41.1
-17.5,-62.5,2023,292,41.89
-17.0,-63.75,2023,292,41.37
-17.0,-63.125,2023,292,41.89
-17.0,-62.5,2023,292,42.0
-16.5,-63.75,2023,292,41.65
-16.5,-63.125,2023,292,41.64
-16.5,-62.5,2023,292,41.45
-18.5,-63.75,2023,293,28.77
-18.5,-63.125,2023,293,36.29
-18.5,-62.5,2023,293,38.1
-18.0,-63.75,2023,293,29.43
-18.0,-63.125,2023,293,36.33
-18.0,-62.5,2023,293,38.0
-17.5,-63.75,2023,293,35.34
-17.5,-63.125,2023,293,38.02
-17.5,-62.5,2023,293,37.84
-17.0,-63.75,2023,293,38.29
-17.0,-63.125,2023,293,38.57
-17.0,-62.5,2023,293,38.1
-16.5,-63.75,2023,293,38.88
-16.5,-63.125,2023,293,38.68
-16.5,-62.5,2023,293,38.46
-18.5,-63.75,2023,294,33.03
-18.5,-63.125,2023,294,40.86
-18.5,-62.5,2023,294,42.02
-18.0,-63.75,2023,294,34.11
-18.0,-63.125,2023,294,40.54
-18.0,-62.5,2023,294,42.13
-17.5,-63.75,2023,294,39.9
-17.5,-63.125,2023,294,42.04
-17.5,-62.5,2023,294,42.57
-17.0,-63.75,2023,294,42.15
-17.0,-63.125,2023,294,42.55
-17.0,-62.5,2023,294,42.49
-16.5,-63.75,2023,294,42.16
-16.5,-63.125,2023,294,41.9
-16.5,-62.5,2023,294,42.14
-18.5,-63.75,2023,295,34.01
-18.5,-63.125,2023,295,41.37
-18.5,-62.5,2023,295,42.52
-18.0,-63.75,2023,295,34.86
-18.0,-63.125,2023,295,40.91
-18.0,-62.5,2023,295,42.46
-17.5,-63.75,2023,295,40.26
-17.5,-63.125,2023,295,42.24
-17.5,-62.5,2023,295,42.51
-17.0,-63.75,2023,295,42.48
-17.0,-63.125,2023,295,42.57
-17.0,-62.5,2023,295,42.16
-16.5,-63.75,2023,295,42.4
-16.5,-63.125,2023,295,41.9
-16.5,-62.5,2023,295,41.82
-18.5,-63.75,2023,296,34.56
-18.5,-63.125,2023,296,41.31
-18.5,-62.5,2023,296,41.8
-18.0,-63.75,2023,296,34.27
-18.0,-63.125,2023,296,40.56
-18.0,-62.5,2023,296,41.59
-17.5,-63.75,2023,296,40.02
-17.5,-63.125,2023,296,41.75
-17.5,-62.5,2023,296,41.63
-17.0,-63.75,2023,296,42.15
-17.0,-63.125,2023,296,41.75
-17.0,-62.5,2023,296,41.14
-16.5,-63.75,2023,296,42.09
-16.5,-63.125,2023,296,40.94
-16.5,-62.5,2023,296,40.81
-18.5,-63.75,2023,297,32.24
-18.5,-63.125,2023,297,41.1
-18.5,-62.5,2023,297,41.99
-18.0,-63.75,2023,297,33.05
-18.0,-63.125,2023,297,40.54
-18.0,-62.5,2023,297,42.21
-17.5,-63.75,2023,297,38.71
-17.5,-63.125,2023,297,42.0
-17.5,-62.5,2023,297,42.33
-17.0,-63.75,2023,297,41.41
-17.0,-63.125,2023,297,42.29
-17.0,-62.5,2023,297,41.83
-16.5,-63.75,2023,297,41.8
-16.5,-63.125,2023,297,41.39
-16.5,-62.5,2023,297,41.14
-18.5,-63.75,2023,298,29.68
-18.5,-63.125,2023,298,37.0
-18.5,-62.5,2023,298,37.89
-18.0,-63.75,2023,298,30.43
-18.0,-63.125,2023,298,37.71
-18.0,-62.5,2023,298,38.91
-17.5,-63.75,2023,298,37.05
-17.5,-63.125,2023,298,39.64
-17.5,-62.5,2023,298,39.97
-17.0,-63.75,2023,298,40.1
-17.0,-63.125,2023,298,40.49
-17.0,-62.5,2023,298,40.05
-16.5,-63.75,2023,298,40.57
-16.5,-63.125,2023,298,40.1
-16.5,-62.5,2023,298,39.56
-18.5,-63.75,2023,299,29.64
-18.5,-63.125,2023,299,36.66
-18.5,-62.5,2023,299,38.01
-18.0,-63.75,2023,299,30.0
-18.0,-63.125,2023,299,36.36
-18.0,-62.5,2023,299,38.33
-17.5,-63.75,2023,299,36.2
-17.5,-63.125,2023,299,38.18
-17.5,-62.5,2023,299,38.72
-17.0,-63.75,2023,299,38.77
-17.0,-63.125,2023,299,39.08
-17.0,-62.5,2023,299,38.72
-16.5,-63.75,2023,299,38.74
-16.5,-63.125,2023,299,38.44
-16.5,-62.5,2023,299,38.49
-18.5,-63.75,2023,300,31.21
-18.5,-63.125,2023,300,39.0
-18.5,-62.5,2023,300,39.96
-18.0,-63.75,2023,300,31.62
-18.0,-63.125,2023,300,38.25
-18.0,-62.5,2023,300,39.73
-17.5,-63.75,2023,300,37.09
-17.5,-63.125,2023,300,39.26
-17.5,-62.5,2023,300,39.46
-17.0,-63.75,2023,300,39.09
-17.0,-63.125,2023,300,39.23
-17.0,-62.5,2023,300,38.67
-16.5,-63.75,2023,300,38.61
-16.5,-63.125,2023,300,37.87
-16.5,-62.5,2023,300,38.18
-18.5,-63.75,2023,301,26.24
-18.5,-63.125,2023,301,34.73
-18.5,-62.5,2023,301,37.59
-18.0,-63.75,2023,301,27.53
-18.0,-63.125,2023,301,36.06
-18.0,-62.5,2023,301,38.52
-17.5,-63.75,2023,301,35.1
-17.5,-63.125,2023,301,38.28
-17.5,-62.5,2023,301,39.16
-17.0,-63.75,2023,301,37.75
-17.0,-63.125,2023,301,39.17
-17.0,-62.5,2023,301,39.22
-16.5,-63.75,2023,301,38.28
-16.5,-63.125,2023,301,38.67
-16.5,-62.5,2023,301,39.11
-18.5,-63.75,2023,302,34.15
-18.5,-63.125,2023,302,39.68
-18.5,-62.5,2023,302,39.72
-18.0,-63.75,2023,302,32.03
-18.0,-63.125,2023,302,38.17
-18.0,-62.5,2023,302,39.35
-17.5,-63.75,2023,302,36.84
-17.5,-63.125,2023,302,39.12
-17.5,-62.5,2023,302,39.04
-17.0,-63.75,2023,302,38.23
-17.0,-63.125,2023,302,38.67
-17.0,-62.5,2023,302,38.17
-16.5,-63.75,2023,302,37.59
-16.5,-63.125,2023,302,37.21
-16.5,-62.5,2023,302,37.37
-18.5,-63.75,2023,303,34.52
-18.5,-63.125,2023,303,40.46
-18.5,-62.5,2023,303,40.55
-18.0,-63.75,2023,303,32.49
-18.0,-63.125,2023,303,39.21
-18.0,-62.5,2023,303,40.32
-17.5,-63.75,2023,303,38.24
-17.5,-63.125,2023,303,40.32
-17.5,-62.5,2023,303,40.1
-17.0,-63.75,2023,303,40.13
-17.0,-63.125,2023,303,40.33
-17.0,-62.5,2023,303,39.47
-16.5,-63.75,2023,303,39.89
-16.5,-63.125,2023,303,39.3
-16.5,-62.5,2023,303,38.91
-18.5,-63.75,2023,304,25.52
-18.5,-63.125,2023,304,31.87
-18.5,-62.5,2023,304,32.28
-18.0,-63.75,2023,304,30.28
-18.0,-63.125,2023,304,34.53
-18.0,-62.5,2023,304,35.03
-17.5,-63.75,2023,304,37.52
-17.5,-63.125,2023,304,38.66
-17.5,-62.5,2023,304,37.58
-17.0,-63.75,2023,304,39.71
-17.0,-63.125,2023,304,39.38
-17.0,-62.5,2023,304,38.41
-16.5,-63.75,2023,304,39.17
-16.5,-63.125,2023,304,38.98
-16.5,-62.5,2023,304,37.73
-18.5,-63.75,2023,305,30.39
-18.5,-63.125,2023,305,36.31
-18.5,-62.5,2023,305,37.2
-18.0,-63.75,2023,305,29.81
-18.0,-63.125,2023,305,35.62
-18.0,-62.5,2023,305,37.68
-17.5,-63.75,2023,305,34.4
-17.5,-63.125,2023,305,36.76
-17.5,-62.5,2023,305,38.29
-17.0,-63.75,2023,305,35.29
-17.0,-63.125,2023,305,37.39
-17.0,-62.5,2023,305,38.46
-16.5,-63.75,2023,305,35.11
-16.5,-63.125,2023,305,37.02
-16.5,-62.5,2023,305,38.09
-18.5,-63.75,2023,306,30.56
-18.5,-63.125,2023,306,38.62
-18.5,-62.5,2023,306,39.79
-18.0,-63.75,2023,306,31.0
-18.0,-63.125,2023,306,38.27
-18.0,-62.5,2023,306,39.9
-17.5,-63.75,2023,306,37.7
-17.5,-63.125,2023,306,39.93
-17.5,-62.5,2023,306,39.96
-17.0,-63.75,2023,306,39.87
-17.0,-63.125,2023,306,40.55
-17.0,-62.5,2023,306,39.24
-16.5,-63.75,2023,306,39.76
-16.5,-63.125,2023,306,38.68
-16.5,-62.5,2023,306,37.82
-18.5,-63.75,2023,307,22.21
-18.5,-63.125,2023,307,30.19
-18.5,-62.5,2023,307,30.81
-18.0,-63.75,2023,307,24.51
-18.0,-63.125,2023,307,29.59
-18.0,-62.5,2023,307,30.77
-17.5,-63.75,2023,307,30.15
-17.5,-63.125,2023,307,31.2
-17.5,-62.5,2023,307,31.35
-17.0,-63.75,2023,307,31.59
-17.0,-63.125,2023,307,31.27
-17.0,-62.5,2023,307,32.2
-16.5,-63.75,2023,307,34.62
-16.5,-63.125,2023,307,33.36
-16.5,-62.5,2023,307,32.9
-18.5,-63.75,2023,308,22.43
-18.5,-63.125,2023,308,29.75
-18.5,-62.5,2023,308,32.57
-18.0,-63.75,2023,308,24.57
-18.0,-63.125,2023,308,30.9
-18.0,-62.5,2023,308,32.88
-17.5,-63.75,2023,308,30.51
-17.5,-63.125,2023,308,32.57
-17.5,-62.5,2023,308,32.68
-17.0,-63.75,2023,308,32.85
-17.0,-63.125,2023,308,32.66
-17.0,-62.5,2023,308,32.49
-16.5,-63.75,2023,308,32.29
-16.5,-63.125,2023,308,31.68
-16.5,-62.5,2023,308,32.35
-18.5,-63.75,2023,309,31.78
-18.5,-63.125,2023,309,38.83
-18.5,-62.5,2023,309,40.01
-18.0,-63.75,2023,309,32.53
-18.0,-63.125,2023,309,38.61
-18.0,-62.5,2023,309,40.31
-17.5,-63.75,2023,309,37.78
-17.5,-63.125,2023,309,40.06
-17.5,-62.5,2023,309,40.62
-17.0,-63.75,2023,309,39.72
-17.0,-63.125,2023,309,40.28
-17.0,-62.5,2023,309,40.45
-16.5,-63.75,2023,309,39.76
-16.5,-63.125,2023,309,39.61
-16.5,-62.5,2023,309,39.92
-18.5,-63.75,2023,310,33.81
-18.5,-63.125,2023,310,40.06
-18.5,-62.5,2023,310,40.97
-18.0,-63.75,2023,310,33.61
-18.0,-63.125,2023,310,39.65
-18.0,-62.5,2023,310,40.74
-17.5,-63.75,2023,310,38.9
-17.5,-63.125,2023,310,40.84
-17.5,-62.5,2023,310,40.8
-17.0,-63.75,2023,310,40.83
-17.0,-63.125,2023,310,41.04
-17.0,-62.5,2023,310,40.79
-16.5,-63.75,2023,310,41.04
-16.5,-63.125,2023,310,40.63
-16.5,-62.5,2023,310,40.76
-18.5,-63.75,2023,311,33.81
-18.5,-63.125,2023,311,41.44
-18.5,-62.5,2023,311,42.5
-18.0,-63.75,2023,311,34.86
-18.0,-63.125,2023,311,41.2
-18.0,-62.5,2023,311,42.64
-17.5,-63.75,2023,311,40.39
-17.5,-63.125,2023,311,42.53
-17.5,-62.5,2023,311,42.81
-17.0,-63.75,2023,311,42.36
-17.0,-63.125,2023,311,42.75
-17.0,-62.5,2023,311,42.67
-16.5,-63.75,2023,311,42.45
-16.5,-63.125,2023,311,42.13
-16.5,-62.5,2023,311,42.47
-18.5,-63.75,2023,312,34.37
-18.5,-63.125,2023,312,41.81
-18.5,-62.5,2023,312,42.63
-18.0,-63.75,2023,312,35.34
-18.0,-63.125,2023,312,41.07
-18.0,-62.5,2023,312,42.43
-17.5,-63.75,2023,312,40.44
-17.5,-63.125,2023,312,42.21
-17.5,-62.5,2023,312,42.44
-17.0,-63.75,2023,312,42.36
-17.0,-63.125,2023,312,42.43
-17.0,-62.5,2023,312,42.32
-16.5,-63.75,2023,312,42.36
-16.5,-63.125,2023,312,41.94
-16.5,-62.5,2023,312,42.03
-18.5,-63.75,2023,313,33.99
-18.5,-63.125,2023,313,41.6
-18.5,-62.5,2023,313,42.66
-18.0,-63.75,2023,313,34.16
-18.0,-63.125,2023,313,41.07
-18.0,-62.5,2023,313,42.59
-17.5,-63.75,2023,313,39.79
-17.5,-63.125,2023,313,42.21
-17.5,-62.5,2023,313,42.34
-17.0,-63.75,2023,313,41.79
-17.0,-63.125,2023,313,41.91
-17.0,-62.5,2023,313,41.2
-16.5,-63.75,2023,313,41.6
-16.5,-63.125,2023,313,41.04
-16.5,-62.5,2023,313,40.03
-18.5,-63.75,2023,314,32.54
-18.5,-63.125,2023,314,40.35
-18.5,-62.5,2023,314,40.9
-18.0,-63.75,2023,314,33.89
-18.0,-63.125,2023,314,40.04
-18.0,-62.5,2023,314,40.78
-17.5,-63.75,2023,314,39.42
-17.5,-63.125,2023,314,41.2
-17.5,-62.5,2023,314,40.45
-17.0,-63.75,2023,314,40.95
-17.0,-63.125,2023,314,40.82
-17.0,-62.5,2023,314,39.45
-16.5,-63.75,2023,314,40.2
-16.5,-63.125,2023,314,39.31
-16.5,-62.5,2023,314,38.93
-18.5,-63.75,2023,315,34.84
-18.5,-63.125,2023,315,41.71
-18.5,-62.5,2023,315,42.25
-18.0,-63.75,2023,315,34.66
-18.0,-63.125,2023,315,41.14
-18.0,-62.5,2023,315,42.43
-17.5,-63.75,2023,315,40.41
-17.5,-63.125,2023,315,42.54
-17.5,-62.5,2023,315,42.64
-17.0,-63.75,2023,315,42.3
-17.0,-63.125,2023,315,42.78
-17.0,-62.5,2023,315,42.33
-16.5,-63.75,2023,315,42.28
-16.5,-63.125,2023,315,42.03
-16.5,-62.5,2023,315,42.02
-18.5,-63.75,2023,316,34.54
-18.5,-63.125,2023,316,41.53
-18.5,-62.5,2023,316,42.12
-18.0,-63.75,2023,316,34.78
-18.0,-63.125,2023,316,41.04
-18.0,-62.5,2023,316,42.28
-17.5,-63.75,2023,316,40.43
-17.5,-63.125,2023,316,42.47
-17.5,-62.5,2023,316,42.4
-17.0,-63.75,2023,316,42.33
-17.0,-63.125,2023,316,42.64
-17.0,-62.5,2023,316,41.92
-16.5,-63.75,2023,316,42.33
-16.5,-63.125,2023,316,41.73
-16.5,-62.5,2023,316,41.48
-18.5,-63.75,2023,317,31.75
-18.5,-63.125,2023,317,40.84
-18.5,-62.5,2023,317,42.12
-18.0,-63.75,2023,317,32.84
-18.0,-63.125,2023,317,40.43
-18.0,-62.5,2023,317,42.17
-17.5,-63.75,2023,317,38.62
-17.5,-63.125,2023,317,41.78
-17.5,-62.5,2023,317,42.06
-17.0,-63.75,2023,317,40.47
-17.0,-63.125,2023,317,41.89
-17.0,-62.5,2023,317,41.55
-16.5,-63.75,2023,317,40.37
-16.5,-63.125,2023,317,40.98
-16.5,-62.5,2023,317,41.36
-18.5,-63.75,2023,318,33.02
-18.5,-63.125,2023,318,40.76
-18.5,-62.5,2023,318,41.34
-18.0,-63.75,2023,318,33.93
-18.0,-63.125,2023,318,40.32
-18.0,-62.5,2023,318,41.43
-17.5,-63.75,2023,318,39.35
-17.5,-63.125,2023,318,41.66
-17.5,-62.5,2023,318,41.52
-17.0,-63.75,2023,318,41.26
-17.0,-63.125,2023,318,41.9
-17.0,-62.5,2023,318,41.3
-16.5,-63.75,2023,318,41.38
-16.5,-63.125,2023,318,41.32
-16.5,-62.5,2023,318,41.23
-18.5,-63.75,2023,319,33.15
-18.5,-63.125,2023,319,41.41
-18.5,-62.5,2023,319,42.03
-18.0,-63.75,2023,319,33.15
-18.0,-63.125,2023,319,40.54
-18.0,-62.5,2023,319,41.94
-17.5,-63.75,2023,319,38.93
-17.5,-63.125,2023,319,41.68
-17.5,-62.5,2023,319,41.9
-17.0,-63.75,2023,319,40.85
-17.0,-63.125,2023,319,41.82
-17.0,-62.5,2023,319,41.47
-16.5,-63.75,2023,319,40.76
-16.5,-63.125,2023,319,41.04
-16.5,-62.5,2023,319,41.28
-18.5,-63.75,2023,320,34.76
-18.5,-63.125,2023,320,42.07
-18.5,-62.5,2023,320,42.72
-18.0,-63.75,2023,320,33.44
-18.0,-63.125,2023,320,40.83
-18.0,-62.5,2023,320,42.6
-17.5,-63.75,2023,320,39.18
-17.5,-63.125,2023,320,42.35
-17.5,-62.5,2023,320,42.6
-17.0,-63.75,2023,320,41.47
-17.0,-63.125,2023,320,42.7
-17.0,-62.5,2023,320,42.16
-16.5,-63.75,2023,320,41.91
-16.5,-63.125,2023,320,41.91
-16.5,-62.5,2023,320,41.81
-18.5,-63.75,2023,321,31.71
-18.5,-63.125,2023,321,41.32
-18.5,-62.5,2023,321,42.65
-18.0,-63.75,2023,321,33.34
-18.0,-63.125,2023,321,41.02
-18.0,-62.5,2023,321,42.71
-17.5,-63.75,2023,321,39.88
-17.5,-63.125,2023,321,42.46
-17.5,-62.5,2023,321,42.87
-17.0,-63.75,2023,321,41.15
-17.0,-63.125,2023,321,42.52
-17.0,-62.5,2023,321,42.44
-16.5,-63.75,2023,321,40.99
-16.5,-63.125,2023,321,41.77
-16.5,-62.5,2023,321,42.15
-18.5,-63.75,2023,322,37.66
-18.5,-63.125,2023,322,44.35
-18.5,-62.5,2023,322,44.43
-18.0,-63.75,2023,322,35.26
-18.0,-63.125,2023,322,42.13
-18.0,-62.5,2023,322,43.53
-17.5,-63.75,2023,322,39.77
-17.5,-63.125,2023,322,43.21
-17.5,-62.5,2023,322,43.47
-17.0,-63.75,2023,322,42.16
-17.0,-63.125,2023,322,43.46
-17.0,-62.5,2023,322,42.47
-16.5,-63.75,2023,322,42.32
-16.5,-63.125,2023,322,42.15
-16.5,-62.5,2023,322,41.61
-18.5,-63.75,2023,323,30.67
-18.5,-63.125,2023,323,36.05
-18.5,-62.5,2023,323,36.95
-18.0,-63.75,2023,323,30.61
-18.0,-63.125,2023,323,35.93
-18.0,-62.5,2023,323,37.71
-17.5,-63.75,2023,323,33.79
-17.5,-63.125,2023,323,35.98
-17.5,-62.5,2023,323,37.56
-17.0,-63.75,2023,323,35.46
-17.0,-63.125,2023,323,35.6
-17.0,-62.5,2023,323,37.16
-16.5,-63.75,2023,323,35.4
-16.5,-63.125,2023,323,35.51
-16.5,-62.5,2023,323,37.05
-18.5,-63.75,2023,324,25.65
-18.5,-63.125,2023,324,32.17
-18.5,-62.5,2023,324,33.5
-18.0,-63.75,2023,324,25.91
-18.0,-63.125,2023,324,31.67
-18.0,-62.5,2023,324,33.89
-17.5,-63.75,2023,324,31.23
-17.5,-63.125,2023,324,33.27
-17.5,-62.5,2023,324,34.94
