-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2023 through 10/03/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
-18.5,-63.75,2023,317,1.23
-18.5,-63.125,2023,317,0.47
-18.5,-62.5,2023,317,0.43
-18.0,-63.75,2023,317,1.63
-18.0,-63.125,2023,317,0.35
-18.0,-62.5,2023,317,0.14
-17.5,-63.75,2023,317,0.92
-17.5,-63.125,2023,317,0.12
-17.5,-62.5,2023,317,0.01
-17.0,-63.75,2023,317,0.15
-17.0,-63.125,2023,317,0.01
-17.0,-62.5,2023,317,0.0
-16.5,-63.75,2023,317,0.0
-16.5,-63.125,2023,317,0.0
-16.5,-62.5,2023,317,0.0
-18.5,-63.75,2023,318,0.0
-18.5,-63.125,2023,318,0.0
-18.5,-62.5,2023,318,0.05
-18.0,-63.75,2023,318,0.0
-18.0,-63.125,2023,318,0.0
-18.0,-62.5,2023,318,0.04
-17.5,-63.75,2023,318,0.0
-17.5,-63.125,2023,318,0.0
-17.5,-62.5,2023,318,0.03
-17.0,-63.75,2023,318,0.0
-17.0,-63.125,2023,318,0.0
-17.0,-62.5,2023,318,0.02
-16.5,-63.75,2023,318,0.0
-16.5,-63.125,2023,318,0.0
-16.5,-62.5,2023,318,0.0
-18.5,-63.75,2023,319,0.0
-18.5,-63.125,2023,319,0.0
-18.5,-62.5,2023,319,0.03
-18.0,-63.75,2023,319,0.0
-18.0,-63.125,2023,319,0.0
-18.0,-62.5,2023,319,0.02
-17.5,-63.75,2023,319,0.0
-17.5,-63.125,2023,319,0.0
-17.5,-62.5,2023,319,0.0
-17.0,-63.75,2023,319,0.0
-17.0,-63.125,2023,319,0.0
-17.0,-62.5,2023,319,0.0
-16.5,-63.75,2023,319,0.0
-16.5,-63.125,2023,319,0.0
-16.5,-62.5,2023,319,0.0
-18.5,-63.75,2023,320,0.01
-18.5,-63.125,2023,320,0.0
-18.5,-62.5,2023,320,0.0
-18.0,-63.75,2023,320,0.0
-18.0,-63.125,2023,320,0.0
-18.0,-62.5,2023,320,0.0
-17.5,-63.75,2023,320,0.0
-17.5,-63.125,2023,320,0.0
-17.5,-62.5,2023,320,0.0
-17.0,-63.75,2023,320,0.0
-17.0,-63.125,2023,320,0.0
-17.0,-62.5,2023,320,0.0
-16.5,-63.75,2023,320,0.0
-16.5,-63.125,2023,320,0.0
-16.5,-62.5,2023,320,0.0
-18.5,-63.75,2023,321,0.0
-18.5,-63.125,2023,321,0.0
-18.5,-62.5,2023,321,0.0
-18.0,-63.75,2023,321,0.0
-18.0,-63.125,2023,321,0.0
-18.0,-62.5,2023,321,0.0
-17.5,-63.75,2023,321,0.0
-17.5,-63.125,2023,321,0.0
-17.5,-62.5,2023,321,0.0
-17.0,-63.75,2023,321,0.0
-17.0,-63.125,2023,321,0.0
-17.0,-62.5,2023,321,0.0
-16.5,-63.75,2023,321,0.0
-16.5,-63.125,2023,321,0.0
-16.5,-62.5,2023,321,0.0
-18.5,-63.75,2023,322,0.32
-18.5,-63.125,2023,322,0.16
-18.5,-62.5,2023,322,0.15
-18.0,-63.75,2023,322,0.09
-18.0,-63.125,2023,322,0.04
-18.0,-62.5,2023,322,0.07
-17.5,-63.75,2023,322,0.01
-17.5,-63.125,2023,322,0.0
-17.5,-62.5,2023,322,0.01
-17.0,-63.75,2023,322,0.0
-17.0,-63.125,2023,322,0.0
-17.0,-62.5,2023,322,0.0
-16.5,-63.75,2023,322,0.0
-16.5,-63.125,2023,322,0.0
-16.5,-62.5,2023,322,0.0
-18.5,-63.75,2023,323,1.31
