-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_PAR_TOT
-17.5,-62.5,2024,290,1.86
-16.5,-63.5,2024,290,3.37
-16.5,-62.5,2024,290,3.07
-18.5,-63.5,2024,291,7.73
-18.5,-62.5,2024,291,7.78
-17.5,-63.5,2024,291,7.62
-17.5,-62.5,2024,291,7.63
-16.5,-63.5,2024,291,5.27
-16.5,-62.5,2024,291,6.82
-18.5,-63.5,2024,292,4.24
-18.5,-62.5,2024,292,4.19
-17.5,-63.5,2024,292,5.67
-17.5,-62.5,2024,292,5.38
-16.5,-63.5,2024,292,5.82
-16.5,-62.5,2024,292,6.76
-18.5,-63.5,2024,293,10.66
-18.5,-62.5,2024,293,12.02
-17.5,-63.5,2024,293,11.6
-17.5,-62.5,2024,293,11.75
-16.5,-63.5,2024,293,10.37
-16.5,-62.5,2024,293,10.56
-18.5,-63.5,2024,294,12.6
-18.5,-62.5,2024,294,12.94
-17.5,-63.5,2024,294,12.29
-17.5,-62.5,2024,294,12.69
-16.5,-63.5,2024,294,11.98
-16.5,-62.5,2024,294,12.41
-18.5,-63.5,2024,295,10.94
-18.5,-62.5,2024,295,10.79
-17.5,-63.5,2024,295,10.22
-17.5,-62.5,2024,295,10.23
-16.5,-63.5,2024,295,10.6
-16.5,-62.5,2024,295,10.42
-18.5,-63.5,2024,296,8.21
-18.5,-62.5,2024,296,8.7
-17.5,-63.5,2024,296,8.47
-17.5,-62.5,2024,296,7.95
-16.5,-63.5,2024,296,8.37
-16.5,-62.5,2024,296,7.89
-18.5,-63.5,2024,297,11.47
-18.5,-62.5,2024,297,10.81
-17.5,-63.5,2024,297,10.22
-17.5,-62.5,2024,297,10.62
-16.5,-63.5,2024,297,10.64
-16.5,-62.5,2024,297,10.52
-18.5,-63.5,2024,298,10.58
-18.5,-62.5,2024,298,11.11
-17.5,-63.5,2024,298,9.85
-17.5,-62.5,2024,298,10.54
-16.5,-63.5,2024,298,10.4
-16.5,-62.5,2024,298,10.44
-18.5,-63.5,2024,299,10.21
-18.5,-62.5,2024,299,10.41
-17.5,-63.5,2024,299,9.9
-17.5,-62.5,2024,299,9.32
-16.5,-63.5,2024,299,9.94
-16.5,-62.5,2024,299,8.8
-18.5,-63.5,2024,300,3.05
-18.5,-62.5,2024,300,3.2
-17.5,-63.5,2024,300,2.11
-17.5,-62.5,2024,300,2.72
-16.5,-63.5,2024,300,2.22
-16.5,-62.5,2024,300,2.48
-18.5,-63.5,2024,301,10.16
-18.5,-62.5,2024,301,10.72
-17.5,-63.5,2024,301,9.04
-17.5,-62.5,2024,301,8.74
-16.5,-63.5,2024,301,6.49
-16.5,-62.5,2024,301,6.6
-18.5,-63.5,2024,302,9.69
-18.5,-62.5,2024,302,10.51
-17.5,-63.5,2024,302,10.24
-17.5,-62.5,2024,302,9.07
-16.5,-63.5,2024,302,7.38
-16.5,-62.5,2024,302,7.91
-18.5,-63.5,2024,303,9.24
-18.5,-62.5,2024,303,11.21
-17.5,-63.5,2024,303,12.09
-17.5,-62.5,2024,303,11.38
-16.5,-63.5,2024,303,11.58
-16.5,-62.5,2024,303,10.42
-18.5,-63.5,2024,304,10.5
-18.5,-62.5,2024,304,12.31
-17.5,-63.5,2024,304,11.95
-17.5,-62.5,2024,304,11.95
-16.5,-63.5,2024,304,12.61
-16.5,-62.5,2024,304,11.37
-18.5,-63.5,2024,305,12.56
-18.5,-62.5,2024,305,12.79
-17.5,-63.5,2024,305,12.53
-17.5,-62.5,2024,305,12.48
-16.5,-63.5,2024,305,12.26
-16.5,-62.5,2024,305,11.97
-18.5,-63.5,2024,306,7.56
-18.5,-62.5,2024,306,6.06
-17.5,-63.5,2024,306,4.26
-17.5,-62.5,2024,306,3.78
-16.5,-63.5,2024,306,2.31
-16.5,-62.5,2024,306,2.85
-18.5,-63.5,2024,307,9.99
-18.5,-62.5,2024,307,5.78
-17.5,-63.5,2024,307,5.3
-17.5,-62.5,2024,307,6.31
-16.5,-63.5,2024,307,7.52
-16.5,-62.5,2024,307,7.73
-18.5,-63.5,2024,308,10.31
-18.5,-62.5,2024,308,10.5
-17.5,-63.5,2024,308,10.74
-17.5,-62.5,2024,308,10.37
-16.5,-63.5,2024,308,8.67
-16.5,-62.5,2024,308,8.93
-18.5,-63.5,2024,309,12.61
-18.5,-62.5,2024,309,11.87
-17.5,-63.5,2024,309,10.7
-17.5,-62.5,2024,309,11.57
-16.5,-63.5,2024,309,10.68
-16.5,-62.5,2024,309,10.5
-18.5,-63.5,2024,310,6.22
-18.5,-62.5,2024,310,7.11
-17.5,-63.5,2024,310,9.37
-17.5,-62.5,2024,310,9.31
-16.5,-63.5,2024,310,10.23
-16.5,-62.5,2024,310,10.26
-18.5,-63.5,2024,311,8.15
-18.5,-62.5,2024,311,8.67
-17.5,-63.5,2024,311,7.29
-17.5,-62.5,2024,311,8.52
-16.5,-63.5,2024,311,7.36
-16.5,-62.5,2024,311,7.99
-18.5,-63.5,2024,312,7.52
-18.5,-62.5,2024,312,8.42
-17.5,-63.5,2024,312,8.96
-17.5,-62.5,2024,312,8.22
-16.5,-63.5,2024,312,8.53
-16.5,-62.5,2024,312,8.66
-18.5,-63.5,2024,313,11.18
-18.5,-62.5,2024,313,11.83
-17.5,-63.5,2024,313,12.07
-17.5,-62.5,2024,313,11.87
-16.5,-63.5,2024,313,11.41
-16.5,-62.5,2024,313,11.22
-18.5,-63.5,2024,314,11.87
-18.5,-62.5,2024,314,13.44
-17.5,-63.5,2024,314,12.92
-17.5,-62.5,2024,314,13.27
-16.5,-63.5,2024,314,12.91
-16.5,-62.5,2024,314,13.13
-18.5,-63.5,2024,315,13.74
-18.5,-62.5,2024,315,13.54
-17.5,-63.5,2024,315,13.31
-17.5,-62.5,2024,315,13.02
-16.5,-63.5,2024,315,12.97
-16.5,-62.5,2024,315,12.93
-18.5,-63.5,2024,316,12.83
-18.5,-62.5,2024,316,12.87
-17.5,-63.5,2024,316,10.74
-17.5,-62.5,2024,316,11.77
-16.5,-63.5,2024,316,9.97
-16.5,-62.5,2024,316,10.24
-18.5,-63.5,2024,317,6.28
-18.5,-62.5,2024,317,5.81
-17.5,-63.5,2024,317,7.47
-17.5,-62.5,2024,317,6.94
-16.5,-63.5,2024,317,5.12
-16.5,-62.5,2024,317,4.8
-18.5,-63.5,2024,318,13.25
-18.5,-62.5,2024,318,13.14
-17.5,-63.5,2024,318,12.88
-17.5,-62.5,2024,318,12.12
-16.5,-63.5,2024,318,10.33
-16.5,-62.5,2024,318,10.79
-18.5,-63.5,2024,319,13.72
-18.5,-62.5,2024,319,13.86
-17.5,-63.5,2024,319,13.61
-17.5,-62.5,2024,319,13.59
-16.5,-63.5,2024,319,12.37
-16.5,-62.5,2024,319,11.83
-18.5,-63.5,2024,320,12.41
-18.5,-62.5,2024,320,13.46
-17.5,-63.5,2024,320,12.21
-17.5,-62.5,2024,320,12.6
-16.5,-63.5,2024,320,10.71
-16.5,-62.5,2024,320,10.97
-18.5,-63.5,2024,321,13.05
-18.5,-62.5,2024,321,12.86
-17.5,-63.5,2024,321,12.98
-17.5,-62.5,2024,321,12.28
-16.5,-63.5,2024,321,12.0
-16.5,-62.5,2024,321,11.23
-18.5,-63.5,2024,322,12.1
-18.5,-62.5,2024,322,11.96
-17.5,-63.5,2024,322,9.92
-17.5,-62.5,2024,322,11.59
-16.5,-63.5,2024,322,10.07
-16.5,-62.5,2024,322,10.75
-18.5,-63.5,2024,323,7.29
-18.5,-62.5,2024,323,6.97
-17.5,-63.5,2024,323,8.54
-17.5,-62.5,2024,323,8.18
-16.5,-63.5,2024,323,8.29
-16.5,-62.5,2024,323,8.76
-18.5,-63.5,2024,324,6.16
-18.5,-62.5,2024,324,6.4
-17.5,-63.5,2024,324,5.06
-17.5,-62.5,2024,324,5.7
-16.5,-63.5,2024,324,4.24
-16.5,-62.5,2024,324,5.29
-18.5,-63.5,2024,325,4.05
-18.5,-62.5,2024,325,5.97
-17.5,-63.5,2024,325,6.48
-17.5,-62.5,2024,325,7.05
-16.5,-63.5,2024,325,7.64
-16.5,-62.5,2024,325,8.56
-18.5,-63.5,2024,326,5.98
-18.5,-62.5,2024,326,6.18
-17.5,-63.5,2024,326,6.75
-17.5,-62.5,2024,326,5.76
-16.5,-63.5,2024,326,7.5
-16.5,-62.5,2024,326,8.76
-18.5,-63.5,2024,327,5.97
-18.5,-62.5,2024,327,7.09
-17.5,-63.5,2024,327,4.44
-17.5,-62.5,2024,327,3.37
-16.5,-63.5,2024,327,5.52
-16.5,-62.5,2024,327,5.45
-18.5,-63.5,2024,328,9.27
-18.5,-62.5,2024,328,8.95
-17.5,-63.5,2024,328,8.63
-17.5,-62.5,2024,328,9.64
-16.5,-63.5,2024,328,10.06
-16.5,-62.5,2024,328,9.79
-18.5,-63.5,2024,329,13.29
-18.5,-62.5,2024,329,13.42
-17.5,-63.5,2024,329,12.33
-17.5,-62.5,2024,329,12.72
-16.5,-63.5,2024,329,11.67
-16.5,-62.5,2024,329,11.14
-18.5,-63.5,2024,330,12.01
-18.5,-62.5,2024,330,12.76
-17.5,-63.5,2024,330,11.6
-17.5,-62.5,2024,330,12.42
-16.5,-63.5,2024,330,12.64
-16.5,-62.5,2024,330,11.99
-18.5,-63.5,2024,331,11.44
-18.5,-62.5,2024,331,12.09
-17.5,-63.5,2024,331,9.85
-17.5,-62.5,2024,331,11.21
-16.5,-63.5,2024,331,10.57
-16.5,-62.5,2024,331,10.67
-18.5,-63.5,2024,332,9.34
-18.5,-62.5,2024,332,9.8
-17.5,-63.5,2024,332,7.55
-17.5,-62.5,2024,332,10.45
-16.5,-63.5,2024,332,10.4
-16.5,-62.5,2024,332,10.53
-18.5,-63.5,2024,333,11.1
-18.5,-62.5,2024,333,10.11
-17.5,-63.5,2024,333,7.59
-17.5,-62.5,2024,333,10.34
-16.5,-63.5,2024,333,10.79
-16.5,-62.5,2024,333,10.67
-18.5,-63.5,2024,334,11.08
-18.5,-62.5,2024,334,10.92
-17.5,-63.5,2024,334,9.99
-17.5,-62.5,2024,334,8.97
-16.5,-63.5,2024,334,8.89
-16.5,-62.5,2024,334,10.22
-18.5,-63.5,2024,335,8.93
-18.5,-62.5,2024,335,10.18
-17.5,-63.5,2024,335,10.18
-17.5,-62.5,2024,335,9.69
-16.5,-63.5,2024,335,11.53
-16.5,-62.5,2024,335,10.01
-18.5,-63.5,2024,336,11.92
-18.5,-62.5,2024,336,10.56
-17.5,-63.5,2024,336,10.19
-17.5,-62.5,2024,336,9.93
-16.5,-63.5,2024,336,10.87
-16.5,-62.5,2024,336,9.75
-18.5,-63.5,2024,337,1.52
-18.5,-62.5,2024,337,2.19
-17.5,-63.5,2024,337,4.06
-17.5,-62.5,2024,337,6.12
-16.5,-63.5,2024,337,9.49
-16.5,-62.5,2024,337,9.86
-18.5,-63.5,2024,338,5.3
-18.5,-62.5,2024,338,6.9
-17.5,-63.5,2024,338,3.85
-17.5,-62.5,2024,338,5.39
-16.5,-63.5,2024,338,3.33
-16.5,-62.5,2024,338,4.04
-18.5,-63.5,2024,339,8.01
-18.5,-62.5,2024,339,11.8
-17.5,-63.5,2024,339,7.81
-17.5,-62.5,2024,339,9.37
-16.5,-63.5,2024,339,5.33
-16.5,-62.5,2024,339,5.58
-18.5,-63.5,2024,340,9.59
-18.5,-62.5,2024,340,10.79
-17.5,-63.5,2024,340,8.71
-17.5,-62.5,2024,340,8.29
-16.5,-63.5,2024,340,5.49
-16.5,-62.5,2024,340,6.72
-18.5,-63.5,2024,341,10.05
-18.5,-62.5,2024,341,8.23
-17.5,-63.5,2024,341,6.09
-17.5,-62.5,2024,341,6.9
-16.5,-63.5,2024,341,6.73
-16.5,-62.5,2024,341,7.71
-18.5,-63.5,2024,342,7.88
-18.5,-62.5,2024,342,9.39
-17.5,-63.5,2024,342,5.32
-17.5,-62.5,2024,342,7.12
-16.5,-63.5,2024,342,6.85
-16.5,-62.5,2024,342,6.54
-18.5,-63.5,2024,343,4.5
-18.5,-62.5,2024,343,3.22
-17.5,-63.5,2024,343,3.79
-17.5,-62.5,2024,343,4.85
-16.5,-63.5,2024,343,6.38
-16.5,-62.5,2024,343,6.71
-18.5,-63.5,2024,344,6.65
-18.5,-62.5,2024,344,7.33
-17.5,-63.5,2024,344,8.21
-17.5,-62.5,2024,344,8.98
-16.5,-63.5,2024,344,9.6
-16.5,-62.5,2024,344,9.33
-18.5,-63.5,2024,345,7.87
-18.5,-62.5,2024,345,8.3
-17.5,-63.5,2024,345,8.53
-17.5,-62.5,2024,345,8.38
-16.5,-63.5,2024,345,10.02
-16.5,-62.5,2024,345,7.37
-18.5,-63.5,2024,346,9.76
-18.5,-62.5,2024,346,12.34
-17.5,-63.5,2024,346,9.58
-17.5,-62.5,2024,346,12.76
-16.5,-63.5,2024,346,11.82
-16.5,-62.5,2024,346,12.63
-18.5,-63.5,2024,347,12.3
-18.5,-62.5,2024,347,12.36
-17.5,-63.5,2024,347,8.75
-17.5,-62.5,2024,347,10.96
-16.5,-63.5,2024,347,9.34
-16.5,-62.5,2024,347,9.91
-18.5,-63.5,2024,348,10.59
-18.5,-62.5,2024,348,10.86
-17.5,-63.5,2024,348,9.27
-17.5,-62.5,2024,348,10.73
-16.5,-63.5,2024,348,10.52
-16.5,-62.5,2024,348,10.28
-18.5,-63.5,2024,349,7.7
-18.5,-62.5,2024,349,9.56
-17.5,-63.5,2024,349,7.48
-17.5,-62.5,2024,349,8.54
-16.5,-63.5,2024,349,5.69
-16.5,-62.5,2024,349,6.33
-18.5,-63.5,2024,350,11.97
-18.5,-62.5,2024,350,12.55
-17.5,-63.5,2024,350,12.29
-17.5,-62.5,2024,350,11.85
-16.5,-63.5,2024,350,11.8
-16.5,-62.5,2024,350,12.1
-18.5,-63.5,2024,351,12.69
-18.5,-62.5,2024,351,13.17
-17.5,-63.5,2024,351,13.37
-17.5,-62.5,2024,351,12.36
-16.5,-63.5,2024,351,12.13
-16.5,-62.5,2024,351,11.53
-18.5,-63.5,2024,352,11.92
-18.5,-62.5,2024,352,12.88
-17.5,-63.5,2024,352,11.92
-17.5,-62.5,2024,352,10.7
-16.5,-63.5,2024,352,9.95
-16.5,-62.5,2024,352,11.64
-18.5,-63.5,2024,353,12.89
-18.5,-62.5,2024,353,12.28
-17.5,-63.5,2024,353,9.04
-17.5,-62.5,2024,353,11.17
-16.5,-63.5,2024,353,9.69
-16.5,-62.5,2024,353,11.55
-18.5,-63.5,2024,354,3.55
-18.5,-62.5,2024,354,4.99
-17.5,-63.5,2024,354,7.41
-17.5,-62.5,2024,354,7.33
-16.5,-63.5,2024,354,9.8
-16.5,-62.5,2024,354,9.81
-18.5,-63.5,2024,355,9.25
-18.5,-62.5,2024,355,9.06
-17.5,-63.5,2024,355,5.86
-17.5,-62.5,2024,355,6.54
-16.5,-63.5,2024,355,5.94
-16.5,-62.5,2024,355,6.18
-18.5,-63.5,2024,356,8.08
-18.5,-62.5,2024,356,8.19
-17.5,-63.5,2024,356,8.51
-17.5,-62.5,2024,356,9.59
-16.5,-63.5,2024,356,10.98
-16.5,-62.5,2024,356,9.79
-18.5,-63.5,2024,357,6.47
-18.5,-62.5,2024,357,4.67
-17.5,-63.5,2024,357,4.07
-17.5,-62.5,2024,357,3.21
-16.5,-63.5,2024,357,3.49
-16.5,-62.5,2024,357,3.64
-18.5,-63.5,2024,358,10.06
-18.5,-62.5,2024,358,10.67
-17.5,-63.5,2024,358,10.36
-17.5,-62.5,2024,358,10.69
-16.5,-63.5,2024,358,8.83
-16.5,-62.5,2024,358,8.49
-18.5,-63.5,2024,359,12.28
-18.5,-62.5,2024,359,12.7
-17.5,-63.5,2024,359,12.69
-17.5,-62.5,2024,359,12.34
-16.5,-63.5,2024,359,12.63
-16.5,-62.5,2024,359,11.49
-18.5,-63.5,2024,360,11.19
-18.5,-62.5,2024,360,12.24
-17.5,-63.5,2024,360,9.74
-17.5,-62.5,2024,360,11.3
-16.5,-63.5,2024,360,9.89
-16.5,-62.5,2024,360,10.43
-18.5,-63.5,2024,361,13.36
-18.5,-62.5,2024,361,14.24
-17.5,-63.5,2024,361,13.56
-17.5,-62.5,2024,361,14.05
-16.5,-63.5,2024,361,13.85
-16.5,-62.5,2024,361,13.83
-18.5,-63.5,2024,362,13.42
-18.5,-62.5,2024,362,14.1
-17.5,-63.5,2024,362,13.81
-17.5,-62.5,2024,362,13.99
-16.5,-63.5,2024,362,13.71
-16.5,-62.5,2024,362,13.8
-18.5,-63.5,2024,363,13.43
-18.5,-62.5,2024,363,13.95
-17.5,-63.5,2024,363,13.93
-17.5,-62.5,2024,363,14.0
-16.5,-63.5,2024,363,13.9
-16.5,-62.5,2024,363,13.93
-18.5,-63.5,2024,364,12.88
-18.5,-62.5,2024,364,13.67
-17.5,-63.5,2024,364,13.33
-17.5,-62.5,2024,364,13.41
-16.5,-63.5,2024,364,12.26
-16.5,-62.5,2024,364,12.26
-18.5,-63.5,2024,365,12.92
-18.5,-62.5,2024,365,13.8
-17.5,-63.5,2024,365,13.32
-17.5,-62.5,2024,365,13.75
-16.5,-63.5,2024,365,13.21
-16.5,-62.5,2024,365,13.48
-18.5,-63.5,2024,366,12.89
-18.5,-62.5,2024,366,13.22
-17.5,-63.5,2024,366,12.87
-17.5,-62.5,2024,366,12.89
-16.5,-63.5,2024,366,12.43
-16.5,-62.5,2024,366,11.81
-18.5,-63.5,2025,1,11.32
-18.5,-62.5,2025,1,12.4
-17.5,-63.5,2025,1,10.68
-17.5,-62.5,2025,1,10.42
-16.5,-63.5,2025,1,9.64
-16.5,-62.5,2025,1,7.24
-18.5,-63.5,2025,2,9.71
-18.5,-62.5,2025,2,11.13
-17.5,-63.5,2025,2,9.15
-17.5,-62.5,2025,2,9.92
-16.5,-63.5,2025,2,9.48
-16.5,-62.5,2025,2,9.7
-18.5,-63.5,2025,3,10.07
-18.5,-62.5,2025,3,10.4
-17.5,-63.5,2025,3,10.1
-17.5,-62.5,2025,3,9.44
-16.5,-63.5,2025,3,5.52
-16.5,-62.5,2025,3,5.98
-18.5,-63.5,2025,4,6.73
-18.5,-62.5,2025,4,8.68
-17.5,-63.5,2025,4,7.45
-17.5,-62.5,2025,4,7.63
-16.5,-63.5,2025,4,6.17
-16.5,-62.5,2025,4,5.97
-18.5,-63.5,2025,5,9.36
-18.5,-62.5,2025,5,10.82
-17.5,-63.5,2025,5,10.02
-17.5,-62.5,2025,5,10.3
-16.5,-63.5,2025,5,8.44
-16.5,-62.5,2025,5,7.45
-18.5,-63.5,2025,6,7.65
-18.5,-62.5,2025,6,9.96
-17.5,-63.5,2025,6,9.39
-17.5,-62.5,2025,6,10.03
-16.5,-63.5,2025,6,10.54
-16.5,-62.5,2025,6,11.51
-18.5,-63.5,2025,7,5.72
-18.5,-62.5,2025,7,5.41
-17.5,-63.5,2025,7,8.03
-17.5,-62.5,2025,7,8.25
-16.5,-63.5,2025,7,9.84
-16.5,-62.5,2025,7,9.63
-18.5,-63.5,2025,8,5.71
-18.5,-62.5,2025,8,8.19
-17.5,-63.5,2025,8,4.49
-17.5,-62.5,2025,8,6.39
-16.5,-63.5,2025,8,1.79
-16.5,-62.5,2025,8,4.89
-18.5,-63.5,2025,9,9.86
-18.5,-62.5,2025,9,10.55
-17.5,-63.5,2025,9,8.75
-17.5,-62.5,2025,9,8.53
-16.5,-63.5,2025,9,8.96
-16.5,-62.5,2025,9,8.65
-18.5,-63.5,2025,10,8.72
-18.5,-62.5,2025,10,10.61
-17.5,-63.5,2025,10,7.72
-17.5,-62.5,2025,10,8.07
-16.5,-63.5,2025,10,6.42
-16.5,-62.5,2025,10,7.1
-18.5,-63.5,2025,11,6.23
-18.5,-62.5,2025,11,8.14
-17.5,-63.5,2025,11,5.76
-17.5,-62.5,2025,11,5.25
-16.5,-63.5,2025,11,2.62
-16.5,-62.5,2025,11,2.49
-18.5,-63.5,2025,12,5.44
-18.5,-62.5,2025,12,5.76
-17.5,-63.5,2025,12,5.61
-17.5,-62.5,2025,12,7.03
-16.5,-63.5,2025,12,7.42
-16.5,-62.5,2025,12,6.77
-18.5,-63.5,2025,13,9.77
-18.5,-62.5,2025,13,10.5
-17.5,-63.5,2025,13,11.4
-17.5,-62.5,2025,13,11.0
-16.5,-63.5,2025,13,11.33
-16.5,-62.5,2025,13,10.71
-18.5,-63.5,2025,14,10.45
-18.5,-62.5,2025,14,8.18
-17.5,-63.5,2025,14,7.4
-17.5,-62.5,2025,14,5.64
-16.5,-63.5,2025,14,5.85
-16.5,-62.5,2025,14,5.27
-18.5,-63.5,2025,15,12.97
-18.5,-62.5,2025,15,13.54
-17.5,-63.5,2025,15,10.88
-17.5,-62.5,2025,15,12.88
-16.5,-63.5,2025,15,10.5
-16.5,-62.5,2025,15,12.92
-18.5,-63.5,2025,16,12.02
-18.5,-62.5,2025,16,13.0
-17.5,-63.5,2025,16,12.49
-17.5,-62.5,2025,16,12.65
-16.5,-63.5,2025,16,12.1
-16.5,-62.5,2025,16,11.59
-18.5,-63.5,2025,17,12.21
-18.5,-62.5,2025,17,12.47
-17.5,-63.5,2025,17,12.16
-17.5,-62.5,2025,17,11.98
-16.5,-63.5,2025,17,11.61
-16.5,-62.5,2025,17,10.69
-18.5,-63.5,2025,18,12.09
-18.5,-62.5,2025,18,11.71
-17.5,-63.5,2025,18,12.17
-17.5,-62.5,2025,18,11.71
-16.5,-63.5,2025,18,11.67
-16.5,-62.5,2025,18,11.27
-18.5,-63.5,2025,19,9.76
-18.5,-62.5,2025,19,10.68
-17.5,-63.5,2025,19,11.83
-17.5,-62.5,2025,19,11.06
-16.5,-63.5,2025,19,10.55
-16.5,-62.5,2025,19,9.71
-18.5,-63.5,2025,20,4.77
-18.5,-62.5,2025,20,4.35
-17.5,-63.5,2025,20,3.36
-17.5,-62.5,2025,20,3.19
-16.5,-63.5,2025,20,2.73
-16.5,-62.5,2025,20,4.48
-18.5,-63.5,2025,21,11.18
-18.5,-62.5,2025,21,9.65
-17.5,-63.5,2025,21,9.27
-17.5,-62.5,2025,21,9.68
-16.5,-63.5,2025,21,8.58
-16.5,-62.5,2025,21,7.75
-18.5,-63.5,2025,22,7.02
-18.5,-62.5,2025,22,10.58
-17.5,-63.5,2025,22,6.08
-17.5,-62.5,2025,22,7.26
-16.5,-63.5,2025,22,2.93
-16.5,-62.5,2025,22,3.91
-18.5,-63.5,2025,23,8.76
-18.5,-62.5,2025,23,8.4
-17.5,-63.5,2025,23,6.51
-17.5,-62.5,2025,23,9.39
-16.5,-63.5,2025,23,9.46
-16.5,-62.5,2025,23,9.97
-18.5,-63.5,2025,24,12.67
-18.5,-62.5,2025,24,13.36
-17.5,-63.5,2025,24,10.19
-17.5,-62.5,2025,24,12.63
-16.5,-63.5,2025,24,12.54
-16.5,-62.5,2025,24,12.87
-18.5,-63.5,2025,25,12.74
-18.5,-62.5,2025,25,13.61
-17.5,-63.5,2025,25,12.67
-17.5,-62.5,2025,25,13.0
-16.5,-63.5,2025,25,12.5
-16.5,-62.5,2025,25,12.19
-18.5,-63.5,2025,26,13.08
-18.5,-62.5,2025,26,13.67
-17.5,-63.5,2025,26,12.89
-17.5,-62.5,2025,26,13.29
-16.5,-63.5,2025,26,13.08
-16.5,-62.5,2025,26,13.11
-18.5,-63.5,2025,27,12.71
-18.5,-62.5,2025,27,12.5
-17.5,-63.5,2025,27,11.79
-17.5,-62.5,2025,27,12.26
-16.5,-63.5,2025,27,12.04
-16.5,-62.5,2025,27,12.23
-18.5,-63.5,2025,28,11.1
-18.5,-62.5,2025,28,12.96
-17.5,-63.5,2025,28,11.51
-17.5,-62.5,2025,28,11.97
-16.5,-63.5,2025,28,11.4
-16.5,-62.5,2025,28,11.82
-18.5,-63.5,2025,29,6.92
-18.5,-62.5,2025,29,7.29
-17.5,-63.5,2025,29,6.91
-17.5,-62.5,2025,29,8.49
-16.5,-63.5,2025,29,7.35
-16.5,-62.5,2025,29,8.84
-18.5,-63.5,2025,30,9.27
-18.5,-62.5,2025,30,9.87
-17.5,-63.5,2025,30,9.38
