-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
-16.5,-62.5,2024,288,7.78
-18.5,-63.5,2024,289,17.77
-18.5,-62.5,2024,289,17.16
-17.5,-63.5,2024,289,18.35
-17.5,-62.5,2024,289,16.59
-16.5,-63.5,2024,289,14.86
-16.5,-62.5,2024,289,15.14
-18.5,-63.5,2024,290,7.62
-18.5,-62.5,2024,290,4.68
-17.5,-63.5,2024,290,6.96
-17.5,-62.5,2024,290,4.39
-16.5,-63.5,2024,290,8.23
-16.5,-62.5,2024,290,6.88
-18.5,-63.5,2024,291,18.68
-18.5,-62.5,2024,291,18.48
-17.5,-63.5,2024,291,18.13
-17.5,-62.5,2024,291,18.35
-16.5,-63.5,2024,291,13.47
-16.5,-62.5,2024,291,16.17
-18.5,-63.5,2024,292,9.93
-18.5,-62.5,2024,292,9.19
-17.5,-63.5,2024,292,13.28
-17.5,-62.5,2024,292,12.69
-16.5,-63.5,2024,292,14.1
-16.5,-62.5,2024,292,16.06
-18.5,-63.5,2024,293,23.41
-18.5,-62.5,2024,293,26.02
-17.5,-63.5,2024,293,25.06
-17.5,-62.5,2024,293,25.69
-16.5,-63.5,2024,293,22.71
-16.5,-62.5,2024,293,23.26
-18.5,-63.5,2024,294,27.81
-18.5,-62.5,2024,294,28.26
-17.5,-63.5,2024,294,26.79
-17.5,-62.5,2024,294,27.85
-16.5,-63.5,2024,294,26.08
-16.5,-62.5,2024,294,27.16
-18.5,-63.5,2024,295,24.16
-18.5,-62.5,2024,295,23.47
-17.5,-63.5,2024,295,22.31
-17.5,-62.5,2024,295,22.7
-16.5,-63.5,2024,295,23.31
-16.5,-62.5,2024,295,23.06
-18.5,-63.5,2024,296,18.31
-18.5,-62.5,2024,296,18.72
-17.5,-63.5,2024,296,18.84
-17.5,-62.5,2024,296,17.6
-16.5,-63.5,2024,296,18.44
-16.5,-62.5,2024,296,17.19
-18.5,-63.5,2024,297,25.39
-18.5,-62.5,2024,297,23.6
-17.5,-63.5,2024,297,22.35
-17.5,-62.5,2024,297,23.5
-16.5,-63.5,2024,297,23.44
-16.5,-62.5,2024,297,23.11
-18.5,-63.5,2024,298,22.98
-18.5,-62.5,2024,298,23.4
-17.5,-63.5,2024,298,21.17
-17.5,-62.5,2024,298,22.76
-16.5,-63.5,2024,298,22.48
-16.5,-62.5,2024,298,22.66
-18.5,-63.5,2024,299,22.38
-18.5,-62.5,2024,299,22.22
-17.5,-63.5,2024,299,21.33
-17.5,-62.5,2024,299,20.18
-16.5,-63.5,2024,299,21.37
-16.5,-62.5,2024,299,18.96
-18.5,-63.5,2024,300,6.2
-18.5,-62.5,2024,300,5.87
-17.5,-63.5,2024,300,4.19
-17.5,-62.5,2024,300,5.67
-16.5,-63.5,2024,300,4.38
-16.5,-62.5,2024,300,4.94
-18.5,-63.5,2024,301,22.16
-18.5,-62.5,2024,301,22.48
-17.5,-63.5,2024,301,19.62
-17.5,-62.5,2024,301,18.95
-16.5,-63.5,2024,301,13.74
-16.5,-62.5,2024,301,13.97
-18.5,-63.5,2024,302,21.03
-18.5,-62.5,2024,302,21.81
-17.5,-63.5,2024,302,22.12
-17.5,-62.5,2024,302,19.5
-16.5,-63.5,2024,302,15.73
-16.5,-62.5,2024,302,16.81
-18.5,-63.5,2024,303,19.91
-18.5,-62.5,2024,303,23.32
-17.5,-63.5,2024,303,26.05
-17.5,-62.5,2024,303,24.37
-16.5,-63.5,2024,303,24.81
-16.5,-62.5,2024,303,22.18
-18.5,-63.5,2024,304,22.75
-18.5,-62.5,2024,304,25.93
-17.5,-63.5,2024,304,25.73
-17.5,-62.5,2024,304,25.63
-16.5,-63.5,2024,304,27.01
-16.5,-62.5,2024,304,24.44
-18.5,-63.5,2024,305,27.36
-18.5,-62.5,2024,305,27.16
-17.5,-63.5,2024,305,26.93
-17.5,-62.5,2024,305,26.81
-16.5,-63.5,2024,305,26.24
-16.5,-62.5,2024,305,25.66
-18.5,-63.5,2024,306,16.4
-18.5,-62.5,2024,306,11.93
-17.5,-63.5,2024,306,8.76
-17.5,-62.5,2024,306,7.65
-16.5,-63.5,2024,306,4.62
-16.5,-62.5,2024,306,5.71
-18.5,-63.5,2024,307,21.96
-18.5,-62.5,2024,307,11.5
-17.5,-63.5,2024,307,11.19
-17.5,-62.5,2024,307,13.61
-16.5,-63.5,2024,307,16.26
-16.5,-62.5,2024,307,16.76
-18.5,-63.5,2024,308,22.51
-18.5,-62.5,2024,308,22.2
-17.5,-63.5,2024,308,23.09
-17.5,-62.5,2024,308,22.41
-16.5,-63.5,2024,308,18.57
-16.5,-62.5,2024,308,19.37
-18.5,-63.5,2024,309,27.48
-18.5,-62.5,2024,309,25.24
-17.5,-63.5,2024,309,22.95
-17.5,-62.5,2024,309,24.95
-16.5,-63.5,2024,309,23.0
-16.5,-62.5,2024,309,22.68
-18.5,-63.5,2024,310,13.49
-18.5,-62.5,2024,310,14.63
-17.5,-63.5,2024,310,20.46
-17.5,-62.5,2024,310,20.22
-16.5,-63.5,2024,310,22.04
-16.5,-62.5,2024,310,22.29
-18.5,-63.5,2024,311,17.93
-18.5,-62.5,2024,311,17.94
-17.5,-63.5,2024,311,15.58
-17.5,-62.5,2024,311,18.32
-16.5,-63.5,2024,311,15.57
-16.5,-62.5,2024,311,16.81
-18.5,-63.5,2024,312,16.02
-18.5,-62.5,2024,312,16.93
-17.5,-63.5,2024,312,19.07
-17.5,-62.5,2024,312,17.53
-16.5,-63.5,2024,312,18.16
-16.5,-62.5,2024,312,18.44
-18.5,-63.5,2024,313,24.24
-18.5,-62.5,2024,313,24.6
-17.5,-63.5,2024,313,25.78
-17.5,-62.5,2024,313,25.18
-16.5,-63.5,2024,313,24.19
-16.5,-62.5,2024,313,23.8
-18.5,-63.5,2024,314,25.96
-18.5,-62.5,2024,314,28.98
-17.5,-63.5,2024,314,28.02
-17.5,-62.5,2024,314,28.87
-16.5,-63.5,2024,314,27.76
-16.5,-62.5,2024,314,28.51
-18.5,-63.5,2024,315,30.33
-18.5,-62.5,2024,315,29.36
-17.5,-63.5,2024,315,28.87
-17.5,-62.5,2024,315,28.3
-16.5,-63.5,2024,315,27.74
-16.5,-62.5,2024,315,27.95
-18.5,-63.5,2024,316,28.02
-18.5,-62.5,2024,316,27.26
-17.5,-63.5,2024,316,22.9
-17.5,-62.5,2024,316,25.08
-16.5,-63.5,2024,316,21.12
-16.5,-62.5,2024,316,21.81
-18.5,-63.5,2024,317,13.38
-18.5,-62.5,2024,317,11.34
-17.5,-63.5,2024,317,16.03
-17.5,-62.5,2024,317,14.8
-16.5,-63.5,2024,317,10.74
-16.5,-62.5,2024,317,9.91
-18.5,-63.5,2024,318,29.36
-18.5,-62.5,2024,318,28.41
-17.5,-63.5,2024,318,28.0
-17.5,-62.5,2024,318,26.19
-16.5,-63.5,2024,318,22.21
-16.5,-62.5,2024,318,23.23
-18.5,-63.5,2024,319,30.13
-18.5,-62.5,2024,319,30.0
-17.5,-63.5,2024,319,29.5
-17.5,-62.5,2024,319,29.36
-16.5,-63.5,2024,319,26.64
-16.5,-62.5,2024,319,25.5
-18.5,-63.5,2024,320,26.95
-18.5,-62.5,2024,320,28.83
-17.5,-63.5,2024,320,26.17
-17.5,-62.5,2024,320,27.06
-16.5,-63.5,2024,320,22.89
-16.5,-62.5,2024,320,23.51
-18.5,-63.5,2024,321,28.48
-18.5,-62.5,2024,321,27.68
-17.5,-63.5,2024,321,27.88
-17.5,-62.5,2024,321,26.56
-16.5,-63.5,2024,321,25.65
-16.5,-62.5,2024,321,24.14
-18.5,-63.5,2024,322,26.62
-18.5,-62.5,2024,322,25.66
-17.5,-63.5,2024,322,21.52
-17.5,-62.5,2024,322,25.12
-16.5,-63.5,2024,322,21.49
-16.5,-62.5,2024,322,22.89
-18.5,-63.5,2024,323,15.77
-18.5,-62.5,2024,323,13.91
-17.5,-63.5,2024,323,18.46
-17.5,-62.5,2024,323,17.52
-16.5,-63.5,2024,323,17.52
-16.5,-62.5,2024,323,18.69
-18.5,-63.5,2024,324,13.12
-18.5,-62.5,2024,324,12.44
-17.5,-63.5,2024,324,10.56
-17.5,-62.5,2024,324,11.89
-16.5,-63.5,2024,324,8.55
-16.5,-62.5,2024,324,10.78
-18.5,-63.5,2024,325,8.39
-18.5,-62.5,2024,325,11.8
-17.5,-63.5,2024,325,13.8
-17.5,-62.5,2024,325,15.08
-16.5,-63.5,2024,325,16.18
-16.5,-62.5,2024,325,18.12
-18.5,-63.5,2024,326,12.68
-18.5,-62.5,2024,326,12.11
-17.5,-63.5,2024,326,14.24
-17.5,-62.5,2024,326,12.2
-16.5,-63.5,2024,326,15.8
-16.5,-62.5,2024,326,18.46
-18.5,-63.5,2024,327,12.48
-18.5,-62.5,2024,327,13.88
-17.5,-63.5,2024,327,9.04
-17.5,-62.5,2024,327,6.69
-16.5,-63.5,2024,327,11.35
-16.5,-62.5,2024,327,11.1
-18.5,-63.5,2024,328,19.86
-18.5,-62.5,2024,328,18.09
-17.5,-63.5,2024,328,18.2
-17.5,-62.5,2024,328,20.54
-16.5,-63.5,2024,328,21.22
-16.5,-62.5,2024,328,20.65
-18.5,-63.5,2024,329,28.86
-18.5,-62.5,2024,329,28.41
-17.5,-63.5,2024,329,26.26
-17.5,-62.5,2024,329,27.07
-16.5,-63.5,2024,329,24.71
-16.5,-62.5,2024,329,23.65
-18.5,-63.5,2024,330,26.05
-18.5,-62.5,2024,330,26.87
-17.5,-63.5,2024,330,24.71
-17.5,-62.5,2024,330,26.53
-16.5,-63.5,2024,330,26.8
-16.5,-62.5,2024,330,25.48
-18.5,-63.5,2024,331,24.82
-18.5,-62.5,2024,331,25.44
-17.5,-63.5,2024,331,21.0
-17.5,-62.5,2024,331,24.02
-16.5,-63.5,2024,331,22.34
-16.5,-62.5,2024,331,22.75
-18.5,-63.5,2024,332,20.22
-18.5,-62.5,2024,332,20.08
-17.5,-63.5,2024,332,16.22
-17.5,-62.5,2024,332,22.35
-16.5,-63.5,2024,332,22.08
-16.5,-62.5,2024,332,22.38
-18.5,-63.5,2024,333,24.27
-18.5,-62.5,2024,333,21.18
-17.5,-63.5,2024,333,16.07
-17.5,-62.5,2024,333,22.21
-16.5,-63.5,2024,333,22.97
-16.5,-62.5,2024,333,22.96
-18.5,-63.5,2024,334,23.95
-18.5,-62.5,2024,334,23.01
-17.5,-63.5,2024,334,21.39
-17.5,-62.5,2024,334,19.36
-16.5,-63.5,2024,334,18.98
-16.5,-62.5,2024,334,21.83
-18.5,-63.5,2024,335,19.24
-18.5,-62.5,2024,335,21.16
-17.5,-63.5,2024,335,21.81
-17.5,-62.5,2024,335,20.88
-16.5,-63.5,2024,335,24.65
-16.5,-62.5,2024,335,21.4
-18.5,-63.5,2024,336,25.91
-18.5,-62.5,2024,336,22.08
-17.5,-63.5,2024,336,21.8
-17.5,-62.5,2024,336,21.34
-16.5,-63.5,2024,336,23.17
-16.5,-62.5,2024,336,20.9
-18.5,-63.5,2024,337,2.89
-18.5,-62.5,2024,337,3.93
-17.5,-63.5,2024,337,8.29
-17.5,-62.5,2024,337,12.73
-16.5,-63.5,2024,337,20.19
-16.5,-62.5,2024,337,21.01
-18.5,-63.5,2024,338,10.95
-18.5,-62.5,2024,338,13.59
-17.5,-63.5,2024,338,7.7
-17.5,-62.5,2024,338,11.28
-16.5,-63.5,2024,338,6.66
-16.5,-62.5,2024,338,8.23
-18.5,-63.5,2024,339,17.01
-18.5,-62.5,2024,339,24.81
-17.5,-63.5,2024,339,16.55
-17.5,-62.5,2024,339,20.07
-16.5,-63.5,2024,339,11.09
-16.5,-62.5,2024,339,11.53
-18.5,-63.5,2024,340,20.43
-18.5,-62.5,2024,340,22.31
-17.5,-63.5,2024,340,18.35
-17.5,-62.5,2024,340,17.54
-16.5,-63.5,2024,340,11.33
-16.5,-62.5,2024,340,14.0
-18.5,-63.5,2024,341,21.61
-18.5,-62.5,2024,341,16.71
-17.5,-63.5,2024,341,12.71
-17.5,-62.5,2024,341,14.61
-16.5,-63.5,2024,341,14.1
-16.5,-62.5,2024,341,16.18
-18.5,-63.5,2024,342,16.75
-18.5,-62.5,2024,342,19.2
-17.5,-63.5,2024,342,10.96
-17.5,-62.5,2024,342,15.06
-16.5,-63.5,2024,342,14.37
-16.5,-62.5,2024,342,13.6
-18.5,-63.5,2024,343,9.25
-18.5,-62.5,2024,343,5.74
-17.5,-63.5,2024,343,7.58
-17.5,-62.5,2024,343,9.85
-16.5,-63.5,2024,343,13.24
-16.5,-62.5,2024,343,13.68
-18.5,-63.5,2024,344,14.15
-18.5,-62.5,2024,344,14.6
-17.5,-63.5,2024,344,17.31
-17.5,-62.5,2024,344,18.95
-16.5,-63.5,2024,344,20.38
-16.5,-62.5,2024,344,19.62
-18.5,-63.5,2024,345,16.62
-18.5,-62.5,2024,345,16.49
-17.5,-63.5,2024,345,17.96
-17.5,-62.5,2024,345,17.67
-16.5,-63.5,2024,345,21.23
-16.5,-62.5,2024,345,15.73
-18.5,-63.5,2024,346,20.94
-18.5,-62.5,2024,346,25.7
-17.5,-63.5,2024,346,20.37
-17.5,-62.5,2024,346,27.14
-16.5,-63.5,2024,346,25.04
-16.5,-62.5,2024,346,26.85
-18.5,-63.5,2024,347,26.56
-18.5,-62.5,2024,347,25.9
-17.5,-63.5,2024,347,18.48
-17.5,-62.5,2024,347,23.18
-16.5,-63.5,2024,347,19.68
-16.5,-62.5,2024,347,20.88
-18.5,-63.5,2024,348,22.74
-18.5,-62.5,2024,348,22.45
-17.5,-63.5,2024,348,19.51
-17.5,-62.5,2024,348,22.73
-16.5,-63.5,2024,348,22.26
-16.5,-62.5,2024,348,21.72
-18.5,-63.5,2024,349,16.48
-18.5,-62.5,2024,349,19.52
-17.5,-63.5,2024,349,15.77
-17.5,-62.5,2024,349,18.19
-16.5,-63.5,2024,349,11.77
-16.5,-62.5,2024,349,13.08
-18.5,-63.5,2024,350,25.99
-18.5,-62.5,2024,350,26.58
-17.5,-63.5,2024,350,26.3
-17.5,-62.5,2024,350,25.44
-16.5,-63.5,2024,350,25.13
-16.5,-62.5,2024,350,25.84
-18.5,-63.5,2024,351,27.53
-18.5,-62.5,2024,351,27.98
-17.5,-63.5,2024,351,28.58
-17.5,-62.5,2024,351,26.31
-16.5,-63.5,2024,351,25.7
-16.5,-62.5,2024,351,24.36
-18.5,-63.5,2024,352,25.55
-18.5,-62.5,2024,352,27.07
-17.5,-63.5,2024,352,25.27
-17.5,-62.5,2024,352,22.75
-16.5,-63.5,2024,352,21.12
-16.5,-62.5,2024,352,24.74
-18.5,-63.5,2024,353,27.81
-18.5,-62.5,2024,353,25.76
-17.5,-63.5,2024,353,18.94
-17.5,-62.5,2024,353,23.69
-16.5,-63.5,2024,353,20.55
-16.5,-62.5,2024,353,24.58
-18.5,-63.5,2024,354,7.17
-18.5,-62.5,2024,354,9.58
-17.5,-63.5,2024,354,15.67
-17.5,-62.5,2024,354,15.47
-16.5,-63.5,2024,354,20.72
-16.5,-62.5,2024,354,20.77
-18.5,-63.5,2024,355,19.79
-18.5,-62.5,2024,355,18.39
-17.5,-63.5,2024,355,12.06
-17.5,-62.5,2024,355,13.56
-16.5,-63.5,2024,355,12.29
-16.5,-62.5,2024,355,12.75
-18.5,-63.5,2024,356,17.1
-18.5,-62.5,2024,356,16.4
-17.5,-63.5,2024,356,17.87
-17.5,-62.5,2024,356,20.28
-16.5,-63.5,2024,356,23.16
-16.5,-62.5,2024,356,20.67
-18.5,-63.5,2024,357,13.66
-18.5,-62.5,2024,357,8.88
-17.5,-63.5,2024,357,8.22
-17.5,-62.5,2024,357,6.38
-16.5,-63.5,2024,357,6.98
-16.5,-62.5,2024,357,7.31
-18.5,-63.5,2024,358,21.59
-18.5,-62.5,2024,358,21.95
-17.5,-63.5,2024,358,22.01
-17.5,-62.5,2024,358,22.65
-16.5,-63.5,2024,358,18.65
-16.5,-62.5,2024,358,17.69
-18.5,-63.5,2024,359,26.53
-18.5,-62.5,2024,359,26.46
-17.5,-63.5,2024,359,27.01
-17.5,-62.5,2024,359,26.16
-16.5,-63.5,2024,359,26.79
-16.5,-62.5,2024,359,24.34
-18.5,-63.5,2024,360,24.43
-18.5,-62.5,2024,360,25.99
-17.5,-63.5,2024,360,21.1
-17.5,-62.5,2024,360,24.35
-16.5,-63.5,2024,360,21.32
-16.5,-62.5,2024,360,22.28
-18.5,-63.5,2024,361,29.76
-18.5,-62.5,2024,361,31.27
-17.5,-63.5,2024,361,29.94
-17.5,-62.5,2024,361,31.01
-16.5,-63.5,2024,361,30.44
-16.5,-62.5,2024,361,30.52
-18.5,-63.5,2024,362,29.59
-18.5,-62.5,2024,362,30.72
-17.5,-63.5,2024,362,30.12
-17.5,-62.5,2024,362,30.64
-16.5,-63.5,2024,362,29.8
-16.5,-62.5,2024,362,30.29
-18.5,-63.5,2024,363,29.49
-18.5,-62.5,2024,363,30.25
-17.5,-63.5,2024,363,30.25
-17.5,-62.5,2024,363,30.54
-16.5,-63.5,2024,363,30.04
-16.5,-62.5,2024,363,30.36
-18.5,-63.5,2024,364,27.98
-18.5,-62.5,2024,364,29.35
-17.5,-63.5,2024,364,28.81
-17.5,-62.5,2024,364,29.05
-16.5,-63.5,2024,364,26.53
-16.5,-62.5,2024,364,26.66
-18.5,-63.5,2024,365,28.04
-18.5,-62.5,2024,365,29.48
-17.5,-63.5,2024,365,28.96
-17.5,-62.5,2024,365,29.73
-16.5,-63.5,2024,365,28.63
-16.5,-62.5,2024,365,29.3
-18.5,-63.5,2024,366,28.55
-18.5,-62.5,2024,366,28.32
-17.5,-63.5,2024,366,28.08
-17.5,-62.5,2024,366,27.89
-16.5,-63.5,2024,366,26.76
-16.5,-62.5,2024,366,25.42
-18.5,-63.5,2025,1,24.38
-18.5,-62.5,2025,1,25.97
-17.5,-63.5,2025,1,22.8
-17.5,-62.5,2025,1,22.23
-16.5,-63.5,2025,1,20.47
-16.5,-62.5,2025,1,15.26
-18.5,-63.5,2025,2,20.97
-18.5,-62.5,2025,2,23.02
-17.5,-63.5,2025,2,19.49
-17.5,-62.5,2025,2,21.13
-16.5,-63.5,2025,2,20.09
-16.5,-62.5,2025,2,20.58
-18.5,-63.5,2025,3,21.64
-18.5,-62.5,2025,3,21.33
-17.5,-63.5,2025,3,21.48
-17.5,-62.5,2025,3,20.02
-16.5,-63.5,2025,3,11.34
-16.5,-62.5,2025,3,12.36
-18.5,-63.5,2025,4,14.14
-18.5,-62.5,2025,4,17.3
-17.5,-63.5,2025,4,15.72
-17.5,-62.5,2025,4,15.9
-16.5,-63.5,2025,4,12.68
-16.5,-62.5,2025,4,12.37
-18.5,-63.5,2025,5,20.03
-18.5,-62.5,2025,5,22.23
-17.5,-63.5,2025,5,21.35
-17.5,-62.5,2025,5,21.87
-16.5,-63.5,2025,5,17.78
-16.5,-62.5,2025,5,15.45
-18.5,-63.5,2025,6,16.22
-18.5,-62.5,2025,6,20.25
-17.5,-63.5,2025,6,19.84
-17.5,-62.5,2025,6,21.18
-16.5,-63.5,2025,6,22.3
-16.5,-62.5,2025,6,24.42
-18.5,-63.5,2025,7,11.93
-18.5,-62.5,2025,7,10.35
-17.5,-63.5,2025,7,16.92
-17.5,-62.5,2025,7,17.31
-16.5,-63.5,2025,7,20.71
-16.5,-62.5,2025,7,20.24
-18.5,-63.5,2025,8,11.85
-18.5,-62.5,2025,8,16.31
-17.5,-63.5,2025,8,9.08
-17.5,-62.5,2025,8,13.26
-16.5,-63.5,2025,8,3.3
-16.5,-62.5,2025,8,9.88
-18.5,-63.5,2025,9,21.07
-18.5,-62.5,2025,9,21.51
-17.5,-63.5,2025,9,18.42
-17.5,-62.5,2025,9,17.75
-16.5,-63.5,2025,9,18.78
-16.5,-62.5,2025,9,18.05
-18.5,-63.5,2025,10,18.68
-18.5,-62.5,2025,10,21.76
-17.5,-63.5,2025,10,16.31
-17.5,-62.5,2025,10,16.85
-16.5,-63.5,2025,10,13.19
-16.5,-62.5,2025,10,14.62
-18.5,-63.5,2025,11,13.05
-18.5,-62.5,2025,11,16.21
-17.5,-63.5,2025,11,11.98
-17.5,-62.5,2025,11,10.67
-16.5,-63.5,2025,11,5.02
-16.5,-62.5,2025,11,4.76
-18.5,-63.5,2025,12,11.32
-18.5,-62.5,2025,12,11.28
-17.5,-63.5,2025,12,11.66
-17.5,-62.5,2025,12,14.72
-16.5,-63.5,2025,12,15.46
-16.5,-62.5,2025,12,14.13
-18.5,-63.5,2025,13,21.15
-18.5,-62.5,2025,13,22.12
-17.5,-63.5,2025,13,24.46
-17.5,-62.5,2025,13,23.6
-16.5,-63.5,2025,13,24.3
-16.5,-62.5,2025,13,22.88
-18.5,-63.5,2025,14,22.48
-18.5,-62.5,2025,14,16.84
-17.5,-63.5,2025,14,15.6
-17.5,-62.5,2025,14,11.74
-16.5,-63.5,2025,14,12.15
-16.5,-62.5,2025,14,10.79
-18.5,-63.5,2025,15,28.45
-18.5,-62.5,2025,15,29.13
-17.5,-63.5,2025,15,23.37
-17.5,-62.5,2025,15,27.69
-16.5,-63.5,2025,15,22.35
-16.5,-62.5,2025,15,27.66
-18.5,-63.5,2025,16,26.21
-18.5,-62.5,2025,16,27.83
-17.5,-63.5,2025,16,26.92
-17.5,-62.5,2025,16,27.28
-16.5,-63.5,2025,16,25.78
-16.5,-62.5,2025,16,24.8
-18.5,-63.5,2025,17,26.73
-18.5,-62.5,2025,17,26.59
-17.5,-63.5,2025,17,26.17
-17.5,-62.5,2025,17,25.77
-16.5,-63.5,2025,17,24.76
-16.5,-62.5,2025,17,22.79
-18.5,-63.5,2025,18,26.2
-18.5,-62.5,2025,18,24.72
-17.5,-63.5,2025,18,26.02
-17.5,-62.5,2025,18,25.06
-16.5,-63.5,2025,18,24.74
-16.5,-62.5,2025,18,23.94
-18.5,-63.5,2025,19,21.19
-18.5,-62.5,2025,19,22.41
-17.5,-63.5,2025,19,25.37
-17.5,-62.5,2025,19,23.65
-16.5,-63.5,2025,19,22.4
-16.5,-62.5,2025,19,20.5
-18.5,-63.5,2025,20,9.77
-18.5,-62.5,2025,20,8.21
-17.5,-63.5,2025,20,6.68
-17.5,-62.5,2025,20,6.26
-16.5,-63.5,2025,20,5.24
-16.5,-62.5,2025,20,8.8
-18.5,-63.5,2025,21,24.25
-18.5,-62.5,2025,21,19.7
-17.5,-63.5,2025,21,19.7
-17.5,-62.5,2025,21,20.48
-16.5,-63.5,2025,21,17.88
-16.5,-62.5,2025,21,16.06
-18.5,-63.5,2025,22,14.76
-18.5,-62.5,2025,22,21.49
-17.5,-63.5,2025,22,12.52
-17.5,-62.5,2025,22,15.03
-16.5,-63.5,2025,22,5.68
-16.5,-62.5,2025,22,7.67
-18.5,-63.5,2025,23,18.87
-18.5,-62.5,2025,23,16.87
-17.5,-63.5,2025,23,13.53
-17.5,-62.5,2025,23,19.87
-16.5,-63.5,2025,23,20.02
-16.5,-62.5,2025,23,21.23
-18.5,-63.5,2025,24,27.37
-18.5,-62.5,2025,24,28.19
-17.5,-63.5,2025,24,21.75
-17.5,-62.5,2025,24,26.9
-16.5,-63.5,2025,24,26.71
-16.5,-62.5,2025,24,27.39
-18.5,-63.5,2025,25,27.47
-18.5,-62.5,2025,25,28.78
-17.5,-63.5,2025,25,26.96
-17.5,-62.5,2025,25,27.69
-16.5,-63.5,2025,25,26.56
-16.5,-62.5,2025,25,26.06
-18.5,-63.5,2025,26,28.38
-18.5,-62.5,2025,26,29.07
-17.5,-63.5,2025,26,27.61
-17.5,-62.5,2025,26,28.43
-16.5,-63.5,2025,26,27.86
-16.5,-62.5,2025,26,28.08
-18.5,-63.5,2025,27,27.57
-18.5,-62.5,2025,27,26.14
-17.5,-63.5,2025,27,25.15
-17.5,-62.5,2025,27,26.12
-16.5,-63.5,2025,27,25.53
-16.5,-62.5,2025,27,26.03
-18.5,-63.5,2025,28,24.09
-18.5,-62.5,2025,28,27.31
-17.5,-63.5,2025,28,24.57
-17.5,-62.5,2025,28,25.5
-16.5,-63.5,2025,28,24.19
-16.5,-62.5,2025,28,25.15
-18.5,-63.5,2025,29,14.7
-18.5,-62.5,2025,29,14.53
-17.5,-63.5,2025,29,14.62
-17.5,-62.5,2025,29,18.04
-16.5,-63.5,2025,29,15.38
-16.5,-62.5,2025,29,18.78
-18.5,-63.5,2025,30,19.94
-18.5,-62.5,2025,30,20.25
